"author/blue_verified","author/can_dm","author/description","author/image","author/name","author/rest_id","author/screen_name","author/sub_count","bookmarks","conversation_id","created_at","display_text","entities/hashtags/0/indices/0","entities/hashtags/0/indices/1","entities/hashtags/0/text","entities/hashtags/1/indices/0","entities/hashtags/1/indices/1","entities/hashtags/1/text","entities/media/0/additional_media_info/monetizable","entities/media/0/display_url","entities/media/0/expanded_url","entities/media/0/ext_alt_text","entities/media/0/ext_media_availability/status","entities/media/0/features/large/faces/0/h","entities/media/0/features/large/faces/0/w","entities/media/0/features/large/faces/0/x","entities/media/0/features/large/faces/0/y","entities/media/0/features/large/faces/1/h","entities/media/0/features/large/faces/1/w","entities/media/0/features/large/faces/1/x","entities/media/0/features/large/faces/1/y","entities/media/0/features/medium/faces/0/h","entities/media/0/features/medium/faces/0/w","entities/media/0/features/medium/faces/0/x","entities/media/0/features/medium/faces/0/y","entities/media/0/features/medium/faces/1/h","entities/media/0/features/medium/faces/1/w","entities/media/0/features/medium/faces/1/x","entities/media/0/features/medium/faces/1/y","entities/media/0/features/orig/faces/0/h","entities/media/0/features/orig/faces/0/w","entities/media/0/features/orig/faces/0/x","entities/media/0/features/orig/faces/0/y","entities/media/0/features/orig/faces/1/h","entities/media/0/features/orig/faces/1/w","entities/media/0/features/orig/faces/1/x","entities/media/0/features/orig/faces/1/y","entities/media/0/features/small/faces/0/h","entities/media/0/features/small/faces/0/w","entities/media/0/features/small/faces/0/x","entities/media/0/features/small/faces/0/y","entities/media/0/features/small/faces/1/h","entities/media/0/features/small/faces/1/w","entities/media/0/features/small/faces/1/x","entities/media/0/features/small/faces/1/y","entities/media/0/id_str","entities/media/0/indices/0","entities/media/0/indices/1","entities/media/0/media_key","entities/media/0/media_results/result/media_key","entities/media/0/media_url_https","entities/media/0/original_info/focus_rects/0/h","entities/media/0/original_info/focus_rects/0/w","entities/media/0/original_info/focus_rects/0/x","entities/media/0/original_info/focus_rects/0/y","entities/media/0/original_info/focus_rects/1/h","entities/media/0/original_info/focus_rects/1/w","entities/media/0/original_info/focus_rects/1/x","entities/media/0/original_info/focus_rects/1/y","entities/media/0/original_info/focus_rects/2/h","entities/media/0/original_info/focus_rects/2/w","entities/media/0/original_info/focus_rects/2/x","entities/media/0/original_info/focus_rects/2/y","entities/media/0/original_info/focus_rects/3/h","entities/media/0/original_info/focus_rects/3/w","entities/media/0/original_info/focus_rects/3/x","entities/media/0/original_info/focus_rects/3/y","entities/media/0/original_info/focus_rects/4/h","entities/media/0/original_info/focus_rects/4/w","entities/media/0/original_info/focus_rects/4/x","entities/media/0/original_info/focus_rects/4/y","entities/media/0/original_info/height","entities/media/0/original_info/width","entities/media/0/sizes/large/h","entities/media/0/sizes/large/resize","entities/media/0/sizes/large/w","entities/media/0/sizes/medium/h","entities/media/0/sizes/medium/resize","entities/media/0/sizes/medium/w","entities/media/0/sizes/small/h","entities/media/0/sizes/small/resize","entities/media/0/sizes/small/w","entities/media/0/sizes/thumb/h","entities/media/0/sizes/thumb/resize","entities/media/0/sizes/thumb/w","entities/media/0/type","entities/media/0/url","entities/media/0/video_info/aspect_ratio/0","entities/media/0/video_info/aspect_ratio/1","entities/media/0/video_info/duration_millis","entities/media/0/video_info/variants/0/bitrate","entities/media/0/video_info/variants/0/content_type","entities/media/0/video_info/variants/0/url","entities/media/0/video_info/variants/1/bitrate","entities/media/0/video_info/variants/1/content_type","entities/media/0/video_info/variants/1/url","entities/media/0/video_info/variants/2/bitrate","entities/media/0/video_info/variants/2/content_type","entities/media/0/video_info/variants/2/url","entities/urls/0/display_url","entities/urls/0/expanded_url","entities/urls/0/indices/0","entities/urls/0/indices/1","entities/urls/0/url","entities/user_mentions/0/id_str","entities/user_mentions/0/indices/0","entities/user_mentions/0/indices/1","entities/user_mentions/0/name","entities/user_mentions/0/screen_name","entities/user_mentions/1/id_str","entities/user_mentions/1/indices/0","entities/user_mentions/1/indices/1","entities/user_mentions/1/name","entities/user_mentions/1/screen_name","id","lang","likes","media/photo/0/id","media/photo/0/media_url_https","media/video/0/aspect_ratio/0","media/video/0/aspect_ratio/1","media/video/0/duration","media/video/0/id","media/video/0/media_url_https","media/video/0/original_info/height","media/video/0/original_info/width","media/video/0/variants/0/bitrate","media/video/0/variants/0/content_type","media/video/0/variants/0/url","media/video/0/variants/1/bitrate","media/video/0/variants/1/content_type","media/video/0/variants/1/url","media/video/0/variants/2/bitrate","media/video/0/variants/2/content_type","media/video/0/variants/2/url","quotes","replies","retweets","status","text","views"
"false","false","","https://pbs.twimg.com/profile_images/1484543791877050374/9o-6qHhi_normal.jpg","J_Alpha","1484540561214382087","JAlpha45824022","2","0","1486021122089005058","Tue Jan 25 21:52:42 +0000 2022","I REALLY WISH Y’ALL WOULD STOP FUCKING LYING🙄🤦🏾‍♀️",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1486094702613082118","en","6",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov I REALLY WISH Y’ALL WOULD STOP FUCKING LYING🙄🤦🏾‍♀️",
"false","true","Web3 unthinker.
Falling down rabbit holes, breaking things, and pretending it was all part of the plan.","https://pbs.twimg.com/profile_images/2019135580441882624/zhCIFUI-_normal.jpg","The White Rabbit","1358868488077643786","thewhiterabbitM","2314","0","1486021122089005058","Tue Jan 25 21:38:48 +0000 2022","",,,,,,,,"pic.x.com/jh4Bf8aOQf","https://x.com/Jancker83475682/status/1486091205847003140/photo/1",,"Available","457","457","35","39",,,,,"457","457","35","39",,,,,"457","457","35","39",,,,,"457","457","35","39",,,,,"1486091204215332867","8","31","3_1486091204215332867","3_1486091204215332867","https://pbs.twimg.com/media/FJ-oE5sWYAMLH9R.png","299","534","0","51","534","534","0","0","534","468","33","0","534","267","134","0","534","534","0","0","534","534","534","fit","534","534","fit","534","534","fit","534","150","crop","150","photo","https://t.co/jh4Bf8aOQf",,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1486091205847003140","qme","5","1486091204215332867","https://pbs.twimg.com/media/FJ-oE5sWYAMLH9R.png",,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov https://t.co/jh4Bf8aOQf",
"false","false","They Say I Look Like Usher When I'm Trappin' In The Rain","https://pbs.twimg.com/profile_images/1463143895588610056/SW6oNXNq_normal.jpg","~Raptors2k19~King Kudi","976908492702298112","Lance_Grimmez","163","0","1486021122089005058","Tue Feb 08 14:09:59 +0000 2022","Effective maybe but safe? Where are the misinformation police?!",,,,,,,,"pic.x.com/hgl3LK8mA1","https://x.com/Lance_Grimmez/status/1491051689469644803/photo/1","Help Police GIF","Available",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1491051681924145159","72","95","16_1491051681924145159","16_1491051681924145159","https://pbs.twimg.com/tweet_video_thumb/FLFHmtLWYAcpCcx.jpg",,,,,,,,,,,,,,,,,,,,,"498","498","498","fit","498","498","fit","498","498","fit","498","150","crop","150","animated_gif","https://t.co/hgl3LK8mA1","1","1",,"0","video/mp4","https://video.twimg.com/tweet_video/FLFHmtLWYAcpCcx.mp4",,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491051689469644803","en","3",,,"1","1",,"1491051681924145159","https://pbs.twimg.com/tweet_video_thumb/FLFHmtLWYAcpCcx.jpg","498","498","0","video/mp4","https://video.twimg.com/tweet_video/FLFHmtLWYAcpCcx.mp4",,,,,,,"0","0","0","active","@CDCgov Effective maybe but safe? Where are the misinformation police?! https://t.co/hgl3LK8mA1",
"false","false","views are my own... not anti vax just don’t be gullible, the proof is out there most people don’t need it","https://pbs.twimg.com/profile_images/1991262574571106304/ulBYf86o_normal.jpg","TheFacts","29211670","wombat4all","289","0","1486021122089005058","Tue Feb 08 14:25:30 +0000 2022","Why are you still peddling this vax garbage after admitting they can cause heart issues? and natural immunity is far better? oh....pfizer $$ checks. almost forgot.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491055593431318530","en","2",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Why are you still peddling this vax garbage after admitting they can cause heart issues? and natural immunity is far better? oh....pfizer $$ checks. almost forgot.",
"false","true","Down to earth here
Reality
Science
Education 
Surgical 
Medical 
Laboratory
#WearYourMask
#GopDeathCult 
#WeDeserveBetter
#WeAreAmericansFirst
My opinion tweets","https://pbs.twimg.com/profile_images/1299830944170487812/L1v6D0s6_normal.jpg","Sissy: science literate","2753273942","030784sarah","49","0","1486021122089005058","Thu Feb 10 15:52:20 +0000 2022","Court order on Pfizer to release data. We are seeing the reports. No gag order for 75 years. FDA CDC scrambling now.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491802222069305348","en","3",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Court order on Pfizer to release data. We are seeing the reports. No gag order for 75 years. FDA CDC scrambling now.",
"false","false","Share things I see","https://pbs.twimg.com/profile_images/1332712744752123904/ud2B9SFc_normal.jpg","DetectiveBorat","1332711707756597250","BoratDetective","104","0","1486021122089005058","Tue Feb 08 09:54:32 +0000 2022","Sceptical - at the start of jab roll out MSM and manufactures were saying you could catch bit spread if you got jab. We know this isn’t true “now” was a conspiracy to think otherwise bk then. Ur picture says it’s proven to be safe. (Agree its been effective) - is it really safe?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1490987402680283137","en","2",,,,,,,,,,,,,,,,,,,"0","2","0","active","@CDCgov Sceptical - at the start of jab roll out MSM and manufactures were saying you could catch bit spread if you got jab. We know this isn’t true “now” was a conspiracy to think otherwise bk then. Ur picture says it’s proven to be safe. (Agree its been effective) - is it really safe?",
"false","true","Emancipate yourself from mental slavery, none but ourselves can free our minds. - Robert Nesta Marley via Marcus Garvey.","https://pbs.twimg.com/profile_images/1876078079602556928/KXpZIWPD_normal.png","Alchemist 🧙🏽‍♂️🇵🇷🇵🇸🇷🇺🇨🇳🇲🇽🤙","72636784","drcaban","487","0","1486021122089005058","Thu Feb 10 08:23:27 +0000 2022","stop your lies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491689256036691969","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov stop your lies.",
"false","false","Sometimes reply to something political.  Don't follow if that offends.","https://pbs.twimg.com/profile_images/1923381720960634880/xMrQehmP_normal.jpg","Moderately Amused","1462945126536421385","Coog4Life67","169","0","1486021122089005058","Thu Feb 10 15:35:07 +0000 2022","If you want to be transparent.  Compare Covid injuries in unvaccinated children 5 to 12 years old with Covid vaccine shot injuries.   If the rate of injury, hospitalization and death for getting the shot is higher than getting Covid (for children), parents should know this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491797887470104579","en","2",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov If you want to be transparent.  Compare Covid injuries in unvaccinated children 5 to 12 years old with Covid vaccine shot injuries.   If the rate of injury, hospitalization and death for getting the shot is higher than getting Covid (for children), parents should know this.",
"false","false","","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","Mike McDonald","749338320","mikemicmac01","2","0","1486021122089005058","Wed Feb 09 02:44:01 +0000 2022","Eat a full bag of them",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491241447559151617","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Eat a full bag of them",
"false","false","","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","tess","1408515327311462401","tess07041768","5","0","1486021122089005058","Thu Feb 10 15:47:38 +0000 2022","Safe and effective? Maybe for some but not for the over 100,000 people who have died worldwide from this jab. There is no one size fits all. Not everyone needs this jab. And it should be VOLUNTARY!!  Nuremberg 2.0 can’t come fast enough.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491801037312720901","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Safe and effective? Maybe for some but not for the over 100,000 people who have died worldwide from this jab. There is no one size fits all. Not everyone needs this jab. And it should be VOLUNTARY!!  Nuremberg 2.0 can’t come fast enough.",
"false","false","Truth is stranger than fiction. Free your mind.","https://pbs.twimg.com/profile_images/1438511211914563589/Zghx4iuy_normal.jpg","nikolec","1305222676642959360","Sentinelibra","5","0","1486021122089005058","Thu Feb 10 04:43:33 +0000 2022","🤣🤣🤣🤣🤣",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491633914812813312","qme","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov 🤣🤣🤣🤣🤣",
"false","true","Management Consultant. Mediator. Educator. Economics Professor. Affordable Housing Developer Builder Problem Solver","https://pbs.twimg.com/profile_images/1702391867436924928/m6rtcWB__normal.jpg","Elmer Eubanks","17511495","elmereubanks","761","0","1486021122089005058","Thu Feb 10 21:43:02 +0000 2022","How effective when 73 of my family died after the 3rd shot? Others have had blood clots, inflamed lymph nodes, inflamed digestive tract etc. Ages range from 22-100 so yea, very effective",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491890475946676224","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov How effective when 73 of my family died after the 3rd shot? Others have had blood clots, inflamed lymph nodes, inflamed digestive tract etc. Ages range from 22-100 so yea, very effective",
"false","false","Uncensored","https://pbs.twimg.com/profile_images/1350784636666998784/kDdBpUQV_normal.jpg","Puerto ricans for freedom 🗣️","1350784482534678528","RicansJ","33","0","1486021122089005058","Thu Feb 10 12:20:37 +0000 2022","Well, my aunt, my cousin, my mechanic, and 3 employees of my buddy's business are dead within weeks of taking the experimental injections.  It's not a vaccine, it's a death shot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491748941993549826","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Well, my aunt, my cousin, my mechanic, and 3 employees of my buddy's business are dead within weeks of taking the experimental injections.  It's not a vaccine, it's a death shot",
"false","false","Fight fire with fire","https://pbs.twimg.com/profile_images/2034983557765181440/vIbvUfE4_normal.jpg","Jimi Elvis","1481340541778501646","jimielvis73","257","0","1486021122089005058","Tue Jan 25 23:17:31 +0000 2022","#IchooseCOVAXIN https://t.co/rZmbogupFu","8","23","IchooseCOVAXIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ocugen.com/wp-content/upl…","https://ocugen.com/wp-content/uploads/2022/01/Ocugen-Covaxin.mp4","24","47","https://t.co/rZmbogupFu","146569971","0","7","CDC","CDCgov",,,,,,"1486116047489019909","qme","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov #IchooseCOVAXIN https://t.co/rZmbogupFu",
"false","false","Elitist Scumbag


https://t.co/EvWk0dG7Hf","https://pbs.twimg.com/profile_images/1428886843794157569/iVLuI7gh_normal.jpg","No, My Name is Grizz","1428886320575700995","frankenracula","52","0","1486021122089005058","Fri Feb 11 01:25:53 +0000 2022","Israel are on its 4th booster and still seeing surges in cases. These vaccines aren’t working. Simple as that",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491946558274686976","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Israel are on its 4th booster and still seeing surges in cases. These vaccines aren’t working. Simple as that",
"false","false","","https://pbs.twimg.com/profile_images/1742231772400627712/EZfR-FFx_normal.jpg","Typhus 1618","1461759400654381057","1618Typhus","67","0","1486021122089005058","Thu Feb 10 12:24:48 +0000 2022","wait I thought saying vaccinated people can still get covid was misinformation when did that change?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491749991894986752","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov wait I thought saying vaccinated people can still get covid was misinformation when did that change?",
"false","false","","https://pbs.twimg.com/profile_images/1763594823028645889/FrVGuF5J_normal.jpg","Faith J","1426427475005947905","FaithJordannnn","26","0","1486021122089005058","Thu Feb 10 19:49:26 +0000 2022","🤮🤢🤮🤢🤮🤮🤮🤮🤮🤮🤮🤮",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491861890925940747","qme","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov 🤮🤢🤮🤢🤮🤮🤮🤮🤮🤮🤮🤮",
"false","true","I do something cool, now and again

Female
Dog owner
Nurse 
Gamer (Destiny, phone games)
I love beaches 🌊⛵🏝

Ladyjennifer89@gmail.com","https://pbs.twimg.com/profile_images/1834877170399035392/_tj-zT8Y_normal.jpg","Jennifer","159367644","PinwheelDaisies","6","0","1486021122089005058","Fri Feb 11 02:15:33 +0000 2022","IMPEACH NOW!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491959058928001028","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov IMPEACH NOW!",
"false","true","I do something cool, now and again

Female
Dog owner
Nurse 
Gamer (Destiny, phone games)
I love beaches 🌊⛵🏝

Ladyjennifer89@gmail.com","https://pbs.twimg.com/profile_images/1834877170399035392/_tj-zT8Y_normal.jpg","Jennifer","159367644","PinwheelDaisies","6","0","1486021122089005058","Fri Feb 11 02:15:16 +0000 2022","Can you shut the FUCK up. Those injections are killing people; our brains are mush. Stop it. We have had enough of you. Sincerely --- Everybody",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491958987448717314","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Can you shut the FUCK up. Those injections are killing people; our brains are mush. Stop it. We have had enough of you. Sincerely --- Everybody",
"false","false","fr ong 🙏","https://pbs.twimg.com/profile_images/1646890723793330179/GOEVdTMl_normal.jpg","aj","1317255521146208256","bigbrainaj","19","0","1486021122089005058","Wed Jan 26 15:44:15 +0000 2022","Balls or some shit idk man",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1486364369286057988","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Balls or some shit idk man",
"false","true","The federal government is a terrorist organization.","https://pbs.twimg.com/profile_images/1461379342584496131/dVvDFZAc_normal.jpg","AdAstra","1442667848946552834","AdAstra10829232","2","0","1486021122089005058","Thu Feb 10 19:59:27 +0000 2022","@CDCgov Data continue to show that you can go fuck yourselves.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","146569971","8","15","CDC","CDCgov","1491864410834542597","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov @CDCgov Data continue to show that you can go fuck yourselves.",
"false","false","Don't talk to strangers","https://pbs.twimg.com/profile_images/1441038481107660804/du9P8vab_normal.jpg","《☆°•Spikedjelly•°☆》","1441019829125791744","KenyPerky","11","0","1486021122089005058","Thu Feb 10 14:30:57 +0000 2022","Fuck you. 
 Why would I get a booster when y'all lied to me about the first set of shots I got last spring?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491781741765406724","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Fuck you. 
 Why would I get a booster when y'all lied to me about the first set of shots I got last spring?",
"false","false","My wit","https://pbs.twimg.com/profile_images/1481847293133443072/OiwspURF_normal.jpg","kevin delahunty","1472761139784208389","kevindelahunty7","52","0","1486021122089005058","Thu Jan 27 02:19:11 +0000 2022","#IchooseCOVAXIN #fdaremovethehold","8","23","IchooseCOVAXIN","24","41","fdaremovethehold",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1486524153922572290","qme","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov #IchooseCOVAXIN #fdaremovethehold",
"false","false","There is no man so wicked that he cannot come home.
Nor so good that he passes each test","https://pbs.twimg.com/profile_images/2066977381290516480/IjCY6x74_normal.jpg","Pete Williams","806347454484541440","pete51754","551","1","1486021122089005058","Tue Jan 25 17:06:12 +0000 2022","Here comes the experts.",,,,,,,,"pic.x.com/ptSIuKRmLh","https://x.com/pete51754/status/1486022605043810305/photo/1",,"Available",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1486022602946662400","32","55","3_1486022602946662400","3_1486022602946662400","https://pbs.twimg.com/media/FJ9pryDWUAAb48a.png","403","720","0","124","720","720","0","0","766","672","48","0","766","383","325","0","766","720","0","0","766","720","766","fit","720","766","fit","720","680","fit","639","150","crop","150","photo","https://t.co/ptSIuKRmLh",,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1486022605043810305","en","16","1486022602946662400","https://pbs.twimg.com/media/FJ9pryDWUAAb48a.png",,,,,,,,,,,,,,,,,"0","5","0","active","@CDCgov Here comes the experts. https://t.co/ptSIuKRmLh",
"false","false","Artist/Musician 🧬 Creating. GUITAR 🎸+ 🔊 Audio-Reactive Visuals 💫 HAMILY 🌊 🍖🫂","https://pbs.twimg.com/profile_images/1817793939199463424/kR9AlDJy_normal.jpg","MΛӾ 🎵","1476677332966547459","MAXUTTON","1696","0","1486021122089005058","Fri Feb 11 00:01:46 +0000 2022","""safe and effective""  - except for those that have side effects, but those are the ones we do not speak of.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491925391451246592","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov ""safe and effective""  - except for those that have side effects, but those are the ones we do not speak of.",
"false","false","""Leave the gun,take the cannoli"".Mom,Gmom,dog mom.Thugs like Trump & Putin won't stop until they're stopped🚫DM @whatsrealhere2@bsky.social🦋","https://pbs.twimg.com/profile_images/1355184866644480003/tVltBVrX_normal.jpg","cathy adams🇺🇦🇵🇸🇬🇱🟦⚖️🦅","319099962","whatsrealhere","1226","0","1486021122089005058","Thu Feb 10 03:53:51 +0000 2022","This should really trigger the anti vax community, with their ignorance of science they'll all be screaming ""We knew it, the CDC lied!""😁",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491621408773836804","en","0",,,,,,,,,,,,,,,,,,,"0","2","0","active","@CDCgov This should really trigger the anti vax community, with their ignorance of science they'll all be screaming ""We knew it, the CDC lied!""😁",
"false","true","is trust earned or given?

is it bad to question, the unquestionable?

are we a random accident or something more?

can we ever truly know?","https://pbs.twimg.com/profile_images/1943822093511974912/5Qy1itQT_normal.jpg","Harry Hudson JR","2365460692","Da_BuDMaN","140","0","1486021122089005058","Fri Feb 11 00:52:55 +0000 2022","I'll take my chances, thanks for caring tho...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491938264315568130","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov I'll take my chances, thanks for caring tho...",
"false","false","Husband and Father 👨‍👩‍👧 Loud and Proud Ginger 👨🏻‍🦰 Sushi Lover 🍣 I say what we're all thinking 🧠 Peasant King 👑 Smoker 🚬 Chess Player ♟️","https://pbs.twimg.com/profile_images/1655359493172076547/BaqVoUqW_normal.jpg","Flesh & Bone","1410842359","Platinum107","600","0","1486021122089005058","Thu Feb 10 20:50:14 +0000 2022","All these anti vax dummies commenting on this thread is priceless. You know you idiots got vaccinated as babies if you lived in the US and went to school as a child. But from the comments very few of you paid attention in class. 🤣😂🤣",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491877191134633987","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov All these anti vax dummies commenting on this thread is priceless. You know you idiots got vaccinated as babies if you lived in the US and went to school as a child. But from the comments very few of you paid attention in class. 🤣😂🤣",
