"author/blue_verified","author/can_dm","author/description","author/image","author/name","author/rest_id","author/screen_name","author/sub_count","bookmarks","conversation_id","created_at","display_text","entities","entities/hashtags/0/indices/0","entities/hashtags/0/indices/1","entities/hashtags/0/text","entities/hashtags/1/indices/0","entities/hashtags/1/indices/1","entities/hashtags/1/text","entities/hashtags/2/indices/0","entities/hashtags/2/indices/1","entities/hashtags/2/text","entities/hashtags/3/indices/0","entities/hashtags/3/indices/1","entities/hashtags/3/text","entities/media/0/display_url","entities/media/0/expanded_url","entities/media/0/ext_alt_text","entities/media/0/ext_media_availability/status","entities/media/0/features/large/faces/0/h","entities/media/0/features/large/faces/0/w","entities/media/0/features/large/faces/0/x","entities/media/0/features/large/faces/0/y","entities/media/0/features/medium/faces/0/h","entities/media/0/features/medium/faces/0/w","entities/media/0/features/medium/faces/0/x","entities/media/0/features/medium/faces/0/y","entities/media/0/features/orig/faces/0/h","entities/media/0/features/orig/faces/0/w","entities/media/0/features/orig/faces/0/x","entities/media/0/features/orig/faces/0/y","entities/media/0/features/small/faces/0/h","entities/media/0/features/small/faces/0/w","entities/media/0/features/small/faces/0/x","entities/media/0/features/small/faces/0/y","entities/media/0/id_str","entities/media/0/indices/0","entities/media/0/indices/1","entities/media/0/media_key","entities/media/0/media_results/result/media_key","entities/media/0/media_url_https","entities/media/0/original_info/focus_rects/0/h","entities/media/0/original_info/focus_rects/0/w","entities/media/0/original_info/focus_rects/0/x","entities/media/0/original_info/focus_rects/0/y","entities/media/0/original_info/focus_rects/1/h","entities/media/0/original_info/focus_rects/1/w","entities/media/0/original_info/focus_rects/1/x","entities/media/0/original_info/focus_rects/1/y","entities/media/0/original_info/focus_rects/2/h","entities/media/0/original_info/focus_rects/2/w","entities/media/0/original_info/focus_rects/2/x","entities/media/0/original_info/focus_rects/2/y","entities/media/0/original_info/focus_rects/3/h","entities/media/0/original_info/focus_rects/3/w","entities/media/0/original_info/focus_rects/3/x","entities/media/0/original_info/focus_rects/3/y","entities/media/0/original_info/focus_rects/4/h","entities/media/0/original_info/focus_rects/4/w","entities/media/0/original_info/focus_rects/4/x","entities/media/0/original_info/focus_rects/4/y","entities/media/0/original_info/height","entities/media/0/original_info/width","entities/media/0/sizes/large/h","entities/media/0/sizes/large/resize","entities/media/0/sizes/large/w","entities/media/0/sizes/medium/h","entities/media/0/sizes/medium/resize","entities/media/0/sizes/medium/w","entities/media/0/sizes/small/h","entities/media/0/sizes/small/resize","entities/media/0/sizes/small/w","entities/media/0/sizes/thumb/h","entities/media/0/sizes/thumb/resize","entities/media/0/sizes/thumb/w","entities/media/0/type","entities/media/0/url","entities/media/0/video_info/aspect_ratio/0","entities/media/0/video_info/aspect_ratio/1","entities/media/0/video_info/variants/0/bitrate","entities/media/0/video_info/variants/0/content_type","entities/media/0/video_info/variants/0/url","entities/symbols/0/indices/0","entities/symbols/0/indices/1","entities/symbols/0/tag/info/info/name","entities/symbols/0/tag/info/info/ticker","entities/symbols/0/text","entities/urls/0/display_url","entities/urls/0/expanded_url","entities/urls/0/indices/0","entities/urls/0/indices/1","entities/urls/0/url","entities/user_mentions/0/id_str","entities/user_mentions/0/indices/0","entities/user_mentions/0/indices/1","entities/user_mentions/0/name","entities/user_mentions/0/screen_name","entities/user_mentions/1/id_str","entities/user_mentions/1/indices/0","entities/user_mentions/1/indices/1","entities/user_mentions/1/name","entities/user_mentions/1/screen_name","entities/user_mentions/2/id_str","entities/user_mentions/2/indices/0","entities/user_mentions/2/indices/1","entities/user_mentions/2/name","entities/user_mentions/2/screen_name","entities/user_mentions/3/id_str","entities/user_mentions/3/indices/0","entities/user_mentions/3/indices/1","entities/user_mentions/3/name","entities/user_mentions/3/screen_name","entities/user_mentions/4/id_str","entities/user_mentions/4/indices/0","entities/user_mentions/4/indices/1","entities/user_mentions/4/name","entities/user_mentions/4/screen_name","id","lang","likes","media/photo/0/id","media/photo/0/media_url_https","media/video/0/aspect_ratio/0","media/video/0/aspect_ratio/1","media/video/0/duration","media/video/0/id","media/video/0/media_url_https","media/video/0/original_info/height","media/video/0/original_info/width","media/video/0/variants/0/bitrate","media/video/0/variants/0/content_type","media/video/0/variants/0/url","place/country","place/country_code","place/full_name","place/more_data_url","place/name","place/place_type","quotes","replies","retweets","status","text","views"
"false","false","Non-Vaxed, Non-Masked independent Navy veteran. Loyal to the greatest country in the world. Destroyer of the woke fruitloop liberal wimps.","https://pbs.twimg.com/profile_images/1492614200287449094/5_pXieDs_normal.jpg","Johnny Hammer","1470712568016736260","JSnowclit","94","0","1505218795937447939","Sun Mar 20 09:06:55 +0000 2022","Look here everyone if you have not had covid get the damn vaccine, if you had covid like I did and have natural immunity then it's your choice. stop bringing politics and BS into this  Pandemic it's a major health concern for everybody. have respect !",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1505470933041045509","en","8",,,,,,,,,,,,,,,,,,,"0","5","0","active","@CDCgov Look here everyone if you have not had covid get the damn vaccine, if you had covid like I did and have natural immunity then it's your choice. stop bringing politics and BS into this  Pandemic it's a major health concern for everybody. have respect !",
"false","false","Investigative research is the ‘mother of any investigation’.
Human Rights - Environment - Education","https://pbs.twimg.com/profile_images/1710362858712899584/7sSnoKPv_normal.jpg","Investigations","1281628082978254852","ViolationsWatch","55","0","1505218795937447939","Sat Mar 19 17:53:53 +0000 2022","#Omicron &amp; #BA2 are rapidly rising in the US &amp; this is what you post? @CDCDirector mask mandates must be reactivated NOW, or resign! Your unsafe advice keeps repeating itself. The #BA2 is redoubling weekly 'Optional masks' myth is unscientific nonsense @POTUS @HHSGov @OIGatHHS",,"8","16","Omicron","23","27","BA2","196","200","BA2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","426909329","86","98","CDC Director","CDCDirector","1879650942410481666","269","275","President Donald J. Trump","POTUS","44783853","276","283","HHS","HHSGov","291759889","284","293","OIG at HHS","OIGatHHS","1505241163120447494","en","3",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov #Omicron &amp; #BA2 are rapidly rising in the US &amp; this is what you post? @CDCDirector mask mandates must be reactivated NOW, or resign! Your unsafe advice keeps repeating itself. The #BA2 is redoubling weekly 'Optional masks' myth is unscientific nonsense @POTUS @HHSGov @OIGatHHS",
"false","false","Fabric recycler.  Retired Computer Biz Owner.   Grew up on Paul Harvey ""And now the rest of the story"" when news was news not opinion or brainwashing BS.","https://pbs.twimg.com/profile_images/1661855164116942850/0vP1LBCK_normal.jpg","Princess Tractor Cat .... Aka TacoCat","14136304","JenniferF","7351","0","1505218795937447939","Sat Mar 19 21:26:28 +0000 2022","Your Pfizer CEO said this: https://t.co/nyVNZCUK82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x.com/richardursomd/…","https://x.com/richardursomd/status/1503184595918938115","35","58","https://t.co/nyVNZCUK82","146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1505294658729041923","en","7",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Your Pfizer CEO said this: https://t.co/nyVNZCUK82",
"false","true","","https://pbs.twimg.com/profile_images/1591118944403849218/WtEZhqhs_normal.jpg","Bobbi Smith","1345511781448495106","BobbiSm21180790","20","0","1505218795937447939","Sat Mar 19 19:07:50 +0000 2022","What young adults needed 3 doses to make up the 90-95% risk ?
 Please show your Data and age groups with/without comorbidities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1505259771938721799","en","6",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov What young adults needed 3 doses to make up the 90-95% risk ?
 Please show your Data and age groups with/without comorbidities.",
"false","false","Walk on...","https://pbs.twimg.com/profile_images/1008093164685676544/8iJWTR0R_normal.jpg","West to west","975545713848475649","WesleyNku","305","0","1505218795937447939","Sat Mar 19 16:41:44 +0000 2022","You watched cnn to make this assertion!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1505223003587686401","en","8",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov You watched cnn to make this assertion!",
"true","true","Former BKFC Fan, Former UFC fan 7/15/2015 - 8/6/2022, Console Video Gaming, Cruising, Apple/Mac, Celiac, Beep/Bop/Boop, Voted for Trump x 3","https://pbs.twimg.com/profile_images/1599473181894533120/UoWPWPgO_normal.jpg","Carl_S_","8128682","Carl_S_","403","0","1505218795937447939","Sat Mar 19 18:44:12 +0000 2022","Does this include the withheld data and the coding logic errors?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1505253824029675521","en","9",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Does this include the withheld data and the coding logic errors?",
"false","false","Hate it or love it The Underdogg’s on top.","https://pbs.twimg.com/profile_images/1465476693355732995/CMlZTio1_normal.jpg","The UnderDogg","1465476494977757185","TheUnderDogg13","4","0","1505218795937447939","Sat Mar 19 18:31:38 +0000 2022","It’s ovahhh….",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1505250663126630401","en","7",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov It’s ovahhh….",
"false","true","","https://pbs.twimg.com/profile_images/1670730993009917955/RPCkKGOj_normal.jpg","Larry Miller","842043036368572416","LarryMi65730657","73","0","1505218795937447939","Sat Mar 19 17:44:27 +0000 2022","No one cares",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1505238785403011075","en","6",,,,,,,,,,,,,,,,,,,"0","1","0","active","@CDCgov No one cares",
"false","false","Masked Mom during an experimental pandemic. We need a real COVID antiviral and an effective COVID vax for all until we learn more. I will Follow Back.","https://pbs.twimg.com/profile_images/1363178079145910277/jYXFWa38_normal.jpg","🌻Pandemic Fatigue☮️","854453587396616193","MarylandOnenita","887","0","1505218795937447939","Sat Mar 19 21:08:04 +0000 2022","Boosters for all ages should be no less than 4 months apart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1505290028368506882","en","4",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Boosters for all ages should be no less than 4 months apart",
"false","true","","https://pbs.twimg.com/profile_images/1431694893093642241/Yx_dNDcm_normal.jpg","Dave Ramsdell","3291829355","ramsdell_dave","29","0","1505218795937447939","Sun Mar 20 14:40:47 +0000 2022","wait, vaccinated are ending up in the hospital??",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1505554954173435914","en","4",,,,,,,,,,,,,,,,,,,"0","2","0","active","@CDCgov wait, vaccinated are ending up in the hospital??",
"false","false","","https://pbs.twimg.com/profile_images/1437932463766982660/XA37GXvq_normal.jpg","fionahiker","1437931227592290305","fionahiker","9","0","1505218795937447939","Sun Mar 20 04:15:21 +0000 2022","Why not let J&amp;Jers who had one nRNA get a second. I’m been asking for months. Our Drs, pharmacists and vaccine clinics following your guidance strictly.  Sounds like to allow access would reduce hospitalizations and death.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1505397556561408000","en","3",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Why not let J&amp;Jers who had one nRNA get a second. I’m been asking for months. Our Drs, pharmacists and vaccine clinics following your guidance strictly.  Sounds like to allow access would reduce hospitalizations and death.",
"false","false","i am human","https://pbs.twimg.com/profile_images/1518033550628556802/oMyLRpXa_normal.jpg","Andrew White","1504985962350354432","AndrewW59638975","84","0","1505218795937447939","Sat Mar 19 17:58:19 +0000 2022","Is it FDA approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1505242275454062593","en","3",,,,,,,,,,,,,,,,,,,"0","2","0","active","@CDCgov Is it FDA approved",
"false","false","Fabric recycler.  Retired Computer Biz Owner.   Grew up on Paul Harvey ""And now the rest of the story"" when news was news not opinion or brainwashing BS.","https://pbs.twimg.com/profile_images/1661855164116942850/0vP1LBCK_normal.jpg","Princess Tractor Cat .... Aka TacoCat","14136304","JenniferF","7351","0","1505218795937447939","Sat Mar 19 21:28:45 +0000 2022","If you're going to demand masks, this is what I expect from now on.... But it only protects me.  send p100 filters also... This is what science has proven will work for ME against YOU",,,,,,,,,,,,,,"pic.x.com/AfmEB1ainQ","https://x.com/JenniferF/status/1505295235919798274/photo/1",,"Available","93","93","16","136","93","93","16","136","93","93","16","136","93","93","16","136","1505295221902483457","192","215","3_1505295221902483457","3_1505295221902483457","https://pbs.twimg.com/media/FOPiB2eXIAEZuiz.jpg","293","524","0","170","463","463","17","0","463","406","45","0","463","232","132","0","463","524","0","0","463","524","463","fit","524","463","fit","524","463","fit","524","150","crop","150","photo","https://t.co/AfmEB1ainQ",,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1505295235919798274","en","3","1505295221902483457","https://pbs.twimg.com/media/FOPiB2eXIAEZuiz.jpg",,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov If you're going to demand masks, this is what I expect from now on.... But it only protects me.  send p100 filters also... This is what science has proven will work for ME against YOU https://t.co/AfmEB1ainQ",
"false","true","Douglas W. Russell is, religious, indiganous ,omniverous, kosher, hetero, Coptic, Republican, secular, Theologian, keeper of answers, #51stStater #itemxprotocol","https://pbs.twimg.com/profile_images/1696300649812459520/wiS23IFH_normal.jpg","Sippin'Beef","792623640","amunratep","112","0","1505218795937447939","Sat Mar 19 23:29:15 +0000 2022","Except all those who received a 3rd dose shot have chronic underarm pain &amp; will eventually be diagnosed with Lymphoma from Melanoma developing out of the Tcell lesions burnt into their lymph from over produced/stimulated tcells with no actual viral antigen to serve their purpose",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1505325558258876416","en","3",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Except all those who received a 3rd dose shot have chronic underarm pain &amp; will eventually be diagnosed with Lymphoma from Melanoma developing out of the Tcell lesions burnt into their lymph from over produced/stimulated tcells with no actual viral antigen to serve their purpose",
"false","false","","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","Bebe","1470388987126812677","Bebeknows4","8","0","1505218795937447939","Sat Mar 19 21:45:56 +0000 2022","I want another booster. Now.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1505299556443041795","en","2",,,,,,,,,,,,,,,,,,,"0","2","0","active","@CDCgov I want another booster. Now.",
"false","false","Resister, Democrat, 🌊💙🐕🐘🌻","https://pbs.twimg.com/profile_images/1508991332483805186/uz9g6qwE_normal.jpg","Kimbo@barefoot4895","1499817465945149440","kemosahbee4895","2","0","1505218795937447939","Mon Mar 21 07:42:30 +0000 2022","Just let me tell you this, I got Covid 19 before there were ANY VACCINES!  Let one couple in our house to watch a ballgame not knowing he started coaching a little league soccer team.  Couple of days later, 🤒🤧, NO SMELL &amp; TASTE SINCE THEN!  That was 2020. GET A VACCINE!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1505812078048813056","en","0",,,,,,,,,,,,,,,,,,,"0","0","1","active","@CDCgov Just let me tell you this, I got Covid 19 before there were ANY VACCINES!  Let one couple in our house to watch a ballgame not knowing he started coaching a little league soccer team.  Couple of days later, 🤒🤧, NO SMELL &amp; TASTE SINCE THEN!  That was 2020. GET A VACCINE!",
"false","false","artist and that's it","https://pbs.twimg.com/profile_images/1287287578102816768/TYIL6miI_normal.jpg","Billel18","1284310473987555328","Billel181","20","0","1505218795937447939","Sun Mar 20 15:41:16 +0000 2022","Are we still talking about this BS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1505570174023438336","en","2",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Are we still talking about this BS",
,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"active",,
"false","false","Love my family","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","Nora Kyer","1495789306333573130","KyerNora","0","0","1505218795937447939","Sun Mar 20 21:13:37 +0000 2022","Unbelievable…. It’s “protocol” to ventilate,,,, wonder why?  Go home to recover!!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1505653813721587720","en","2",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Unbelievable…. It’s “protocol” to ventilate,,,, wonder why?  Go home to recover!!!",
"false","false","Gene Therapy Research Scientist Against the Deadly Vax and the Viral Bioweapon Unleashed on the World 

#Bitcoin #truthseeker #unvaxxed #freedomfighter","https://pbs.twimg.com/profile_images/1768010491304226816/qFfOV0Dp_normal.jpg","CryptoScientist","928259344403230722","cryptoscientst","768","0","1505218795937447939","Sun Mar 20 06:58:31 +0000 2022","Why does other news sources say otherwise?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1505438621846806528","en","2",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Why does other news sources say otherwise?",
"false","false","A chef and a dad","https://pbs.twimg.com/profile_images/1438243576132128778/lcBhciPt_normal.jpg","Derek Cobble","1438243073578913802","DerekCobble2","65","0","1505218795937447939","Sun Mar 20 11:42:38 +0000 2022","Keep it up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1505510118959550470","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Keep it up",
"false","false","Plumber, father and smart ass. I've seen some crazy shit 🤪","https://pbs.twimg.com/profile_images/1542111454182232065/sy47Wg5P_normal.jpg","T Bags","1422151264830464000","TBags1978","391","0","1505218795937447939","Sun Mar 20 00:37:31 +0000 2022","#IchooseCOVAXIN for my family and I.",,"8","23","IchooseCOVAXIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1505342740871233540","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov #IchooseCOVAXIN for my family and I.",
"true","false","🎤🎶💖#QUEENAdamLambert🎧 Animals🐘🦃CATS❤️🐱HOLISTIC Vegan PoliticallyProgressive #Reflexologist NonAuthoratative Govt
☮️#NoMandates  
#MyBodyMyChoice 
#WeHoCA","https://pbs.twimg.com/profile_images/1572359573042008064/qqxUEpFY_normal.jpg","Bonni Moschetti 🌴🌈🐈‍⬛","44444384","bmoschetti","2949","0","1505218795937447939","Sun Mar 20 19:59:27 +0000 2022","But, are they immunized against getting Co-vid as we originally thought was the plan?  No.. 
You also won't be hospitalized or die from Covid if it never gets into your body~ Highly unlikely if wearing a good mask! @POTUS
#MasksWorkFine #Nobreakthroughs #NoSideEffects   #N95Masks",,"230","244","MasksWorkFine","245","261","Nobreakthroughs","262","276","NoSideEffects","279","288","N95Masks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","1879650942410481666","223","229","President Donald J. Trump","POTUS",,,,,,,,,,,,,,,,"1505635147156131841","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov But, are they immunized against getting Co-vid as we originally thought was the plan?  No.. 
You also won't be hospitalized or die from Covid if it never gets into your body~ Highly unlikely if wearing a good mask! @POTUS
#MasksWorkFine #Nobreakthroughs #NoSideEffects   #N95Masks",
"false","false","Psychologist, Educator for #Medicareforall and saving world from environmental and actual Armageddon. #Bernie2020 betrayed us.","https://pbs.twimg.com/profile_images/941038303217836032/K_smONL-_normal.jpg","Psychwriter1515","723562888338657280","psychwriter1515","5001","0","1505218795937447939","Mon Mar 21 17:23:50 +0000 2022","https://t.co/YmZLGzcH2Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x.com/myrabatchelder…","https://x.com/myrabatchelder/status/1505360947543613445","8","31","https://t.co/YmZLGzcH2Z","146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1505958375422455811","qme","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov https://t.co/YmZLGzcH2Z",
"false","false","Luxury goods market gossip","https://pbs.twimg.com/profile_images/1238684091719069696/V6rXx7sO_normal.jpg","kara frances","2503162501","landroversluvu","804","0","1505218795937447939","Sun Mar 20 22:16:27 +0000 2022","( .... I just wanna be a crack dealer but like a nice one ummm like do u wanna  to buy sum crack ??.... )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1505669626134421505","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov ( .... I just wanna be a crack dealer but like a nice one ummm like do u wanna  to buy sum crack ??.... )",
"true","false","Ultra MAGA proud. Q. The WEF, WHO, UN is your enemy. Love humanity, except liberals. They are a desease. Top 5 holdings: $RENDER, $TAO,  $LINK, $SUI, QNT","https://pbs.twimg.com/profile_images/1794557578770620416/Lf267Hju_normal.jpg","Big Kahuna","1465499367964508170","blicker77","363","0","1505218795937447939","Tue Mar 22 23:56:48 +0000 2022","@CDCgov lost all its credibility with the free thinking part of society",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","146569971","8","15","CDC","CDCgov",,,,,,,,,,,,,,,,"1506419656856285184","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov @CDCgov lost all its credibility with the free thinking part of society",
"true","true","My opinions are my own. I work at @LittyGamesCo. Business: easelm01@gmail.com","https://pbs.twimg.com/profile_images/1704291963061555201/xJnQfJJj_normal.jpg","Easelm","4821725659","Easelm","1336","0","1505218795937447939","Thu Mar 24 17:50:48 +0000 2022","Shocker.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1507052324790882306","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Shocker.",
"false","true","","https://pbs.twimg.com/profile_images/1446468912481177643/0wxrNgdY_normal.jpg","Tammy Bridgeo","1446468528949940224","TammyBridgeo","11","0","1505218795937447939","Sun Mar 20 02:11:28 +0000 2022","Bullshit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1505366382824800257","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Bullshit",
"false","false","","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","johnnyr","1461484653177716745","johnnyr21315098","15","0","1505218795937447939","Sun Mar 20 04:43:53 +0000 2022","Burn in hell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1505404739470700547","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Burn in hell",
