"author/blue_verified","author/can_dm","author/description","author/image","author/name","author/rest_id","author/screen_name","author/sub_count","bookmarks","conversation_id","created_at","display_text","entities/hashtags/0/indices/0","entities/hashtags/0/indices/1","entities/hashtags/0/text","entities/hashtags/1/indices/0","entities/hashtags/1/indices/1","entities/hashtags/1/text","entities/hashtags/2/indices/0","entities/hashtags/2/indices/1","entities/hashtags/2/text","entities/hashtags/3/indices/0","entities/hashtags/3/indices/1","entities/hashtags/3/text","entities/media/0/display_url","entities/media/0/expanded_url","entities/media/0/ext_media_availability/status","entities/media/0/features/large/faces/0/h","entities/media/0/features/large/faces/0/w","entities/media/0/features/large/faces/0/x","entities/media/0/features/large/faces/0/y","entities/media/0/features/large/faces/1/h","entities/media/0/features/large/faces/1/w","entities/media/0/features/large/faces/1/x","entities/media/0/features/large/faces/1/y","entities/media/0/features/medium/faces/0/h","entities/media/0/features/medium/faces/0/w","entities/media/0/features/medium/faces/0/x","entities/media/0/features/medium/faces/0/y","entities/media/0/features/medium/faces/1/h","entities/media/0/features/medium/faces/1/w","entities/media/0/features/medium/faces/1/x","entities/media/0/features/medium/faces/1/y","entities/media/0/features/orig/faces/0/h","entities/media/0/features/orig/faces/0/w","entities/media/0/features/orig/faces/0/x","entities/media/0/features/orig/faces/0/y","entities/media/0/features/orig/faces/1/h","entities/media/0/features/orig/faces/1/w","entities/media/0/features/orig/faces/1/x","entities/media/0/features/orig/faces/1/y","entities/media/0/features/small/faces/0/h","entities/media/0/features/small/faces/0/w","entities/media/0/features/small/faces/0/x","entities/media/0/features/small/faces/0/y","entities/media/0/features/small/faces/1/h","entities/media/0/features/small/faces/1/w","entities/media/0/features/small/faces/1/x","entities/media/0/features/small/faces/1/y","entities/media/0/id_str","entities/media/0/indices/0","entities/media/0/indices/1","entities/media/0/media_key","entities/media/0/media_results/result/media_key","entities/media/0/media_url_https","entities/media/0/original_info/focus_rects/0/h","entities/media/0/original_info/focus_rects/0/w","entities/media/0/original_info/focus_rects/0/x","entities/media/0/original_info/focus_rects/0/y","entities/media/0/original_info/focus_rects/1/h","entities/media/0/original_info/focus_rects/1/w","entities/media/0/original_info/focus_rects/1/x","entities/media/0/original_info/focus_rects/1/y","entities/media/0/original_info/focus_rects/2/h","entities/media/0/original_info/focus_rects/2/w","entities/media/0/original_info/focus_rects/2/x","entities/media/0/original_info/focus_rects/2/y","entities/media/0/original_info/focus_rects/3/h","entities/media/0/original_info/focus_rects/3/w","entities/media/0/original_info/focus_rects/3/x","entities/media/0/original_info/focus_rects/3/y","entities/media/0/original_info/focus_rects/4/h","entities/media/0/original_info/focus_rects/4/w","entities/media/0/original_info/focus_rects/4/x","entities/media/0/original_info/focus_rects/4/y","entities/media/0/original_info/height","entities/media/0/original_info/width","entities/media/0/sizes/large/h","entities/media/0/sizes/large/resize","entities/media/0/sizes/large/w","entities/media/0/sizes/medium/h","entities/media/0/sizes/medium/resize","entities/media/0/sizes/medium/w","entities/media/0/sizes/small/h","entities/media/0/sizes/small/resize","entities/media/0/sizes/small/w","entities/media/0/sizes/thumb/h","entities/media/0/sizes/thumb/resize","entities/media/0/sizes/thumb/w","entities/media/0/type","entities/media/0/url","entities/urls/0/display_url","entities/urls/0/expanded_url","entities/urls/0/indices/0","entities/urls/0/indices/1","entities/urls/0/url","entities/user_mentions/0/id_str","entities/user_mentions/0/indices/0","entities/user_mentions/0/indices/1","entities/user_mentions/0/name","entities/user_mentions/0/screen_name","entities/user_mentions/1/id_str","entities/user_mentions/1/indices/0","entities/user_mentions/1/indices/1","entities/user_mentions/1/name","entities/user_mentions/1/screen_name","entities/user_mentions/2/id_str","entities/user_mentions/2/indices/0","entities/user_mentions/2/indices/1","entities/user_mentions/2/name","entities/user_mentions/2/screen_name","id","lang","likes","media/photo/0/id","media/photo/0/media_url_https","quotes","replies","retweets","status","text","views"
"false","false","","https://pbs.twimg.com/profile_images/1913433154985062400/i2GqdiYT_normal.jpg","C C","1402800699688185858","CaseyCa20852905","192","0","1481333160218669056","Fri Jan 14 06:12:50 +0000 2022","1.Nothing is ""free"".  Stop saying that.  Somebody is paying for it.

2.#covaxin.  Just a plain old works on all variant traditional vaccine the @us_fda refuses to address because of their pfizer handlers.
3.many recent articles in the news about the safety of covaxin for all ages","87","95","covaxin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","208120290","8","15","U.S. FDA","US_FDA","208120290","160","167","U.S. FDA","us_fda","1481871913018404864","en","1",,,"0","0","0","active","@CDCgov @US_FDA 1.Nothing is ""free"".  Stop saying that.  Somebody is paying for it.

2.#covaxin.  Just a plain old works on all variant traditional vaccine the @us_fda refuses to address because of their pfizer handlers.
3.many recent articles in the news about the safety of covaxin for all ages",
"false","false","61 years old, i live in Michigan","https://pbs.twimg.com/profile_images/1882982594955886592/AcvLlizv_normal.jpg","cindy ann","326140466","cindyann1228","419","0","1481333160218669056","Wed Jan 12 18:55:29 +0000 2022","Safe? No it’s not",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1481339063193985024","en","0",,,"0","0","0","active","@CDCgov Safe? No it’s not",
"false","false","","https://pbs.twimg.com/profile_images/798698509293813760/p-3Ae00T_normal.jpg","duke","1161571254","dukecafe1","162","0","1481333160218669056","Sat Jan 15 15:55:36 +0000 2022","The CDC and WHO are lying to you",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1482380960561774599","en","1",,,"0","0","0","active","@CDCgov The CDC and WHO are lying to you",
"false","false","","https://pbs.twimg.com/profile_images/1474345284876607489/JpTBpTF5_normal.jpg","Mark S","1474344865773367298","MarkAStan","1","0","1481333160218669056","Fri Jan 14 13:36:30 +0000 2022","The CDC HAS LIED &amp; CONTINUES TO LIE. My Son &amp; daughter-in-law have been twice vaccinated but still caught the CHINESEVIRUS!!! The vaccine DOES NOT STOP THE RONA!!!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1481983564312891395","en","0",,,"0","0","0","active","@CDCgov The CDC HAS LIED &amp; CONTINUES TO LIE. My Son &amp; daughter-in-law have been twice vaccinated but still caught the CHINESEVIRUS!!! The vaccine DOES NOT STOP THE RONA!!!!",
"false","false","","https://pbs.twimg.com/profile_images/1461757300620857345/RDQjkRCz_normal.jpg","Joe Fiden","1461756920004591622","joe_fiden","0","0","1481333160218669056","Thu Jan 13 22:54:07 +0000 2022","So glad Biden failed on his tyrannical mandate now we can start getting back to normal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1481761506844987396","en","0",,,"0","0","0","active","@CDCgov So glad Biden failed on his tyrannical mandate now we can start getting back to normal",
"false","false","Honest observer","https://pbs.twimg.com/profile_images/1478928953855385600/4NSquzfW_normal.jpg","Peebles","1476756618641555458","Peebles15897771","0","0","1481333160218669056","Thu Jan 13 01:54:26 +0000 2022","",,,,,,,,,,,,,"pic.x.com/hTBSkaL2u9","https://x.com/Peebles15897771/status/1481444495157874689/photo/1","Available",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1481444470260482050","8","31","3_1481444470260482050","3_1481444470260482050","https://pbs.twimg.com/media/FI8l5YxXwAIPHbU.jpg","696","1242","0","174","870","870","186","0","870","763","240","0","870","435","404","0","870","1242","0","0","870","1242","870","fit","1242","841","fit","1200","476","fit","680","150","crop","150","photo","https://t.co/hTBSkaL2u9",,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1481444495157874689","qme","0","1481444470260482050","https://pbs.twimg.com/media/FI8l5YxXwAIPHbU.jpg","0","0","0","active","@CDCgov https://t.co/hTBSkaL2u9",
"false","false","Honest observer","https://pbs.twimg.com/profile_images/1478928953855385600/4NSquzfW_normal.jpg","Peebles","1476756618641555458","Peebles15897771","0","0","1481333160218669056","Thu Jan 13 01:17:07 +0000 2022","",,,,,,,,,,,,,"pic.x.com/OrhZEjq9xB","https://x.com/Peebles15897771/status/1481435104933203970/photo/1","Available","50","50","92","536","246","246","151","514","48","48","88","517","237","237","145","496","50","50","92","536","246","246","151","514","27","27","50","293","134","134","82","281","1481435096737591299","8","31","3_1481435096737591299","3_1481435096737591299","https://pbs.twimg.com/media/FI8dXxrXMAMVUhe.jpg","696","1242","0","0","1028","1028","0","0","1028","902","0","0","1028","514","84","0","1028","1242","0","0","1028","1242","1028","fit","1242","993","fit","1200","563","fit","680","150","crop","150","photo","https://t.co/OrhZEjq9xB",,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1481435104933203970","qme","0","1481435096737591299","https://pbs.twimg.com/media/FI8dXxrXMAMVUhe.jpg","0","0","0","active","@CDCgov https://t.co/OrhZEjq9xB",
"false","false","Wisdom","https://pbs.twimg.com/profile_images/1481295480374050824/1l3GHOZj_normal.jpg","Wisdom & Truth 22","1481277272350932996","wisdomtruth22","0","0","1481333160218669056","Wed Jan 12 19:40:27 +0000 2022","Truth is, 

https://t.co/3a90BwqKpo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x.com/wisdomtruth22/…","https://x.com/wisdomtruth22/status/1481331351051767809?s=20","20","43","https://t.co/3a90BwqKpo","146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1481350379656957954","en","0",,,"0","0","0","active","@CDCgov Truth is, 

https://t.co/3a90BwqKpo",
"false","false","Never give up","https://pbs.twimg.com/profile_images/1492220171334864899/I0D5aPLW_normal.jpg","TRUMP IS GREAT","1280555911531151361","bidenlovestrump","6","0","1481333160218669056","Thu Jan 13 14:01:22 +0000 2022","😂😂😂😂😂 effective 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 as effective as you guys running on Pfizer payroll right",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","208120290","8","15","U.S. FDA","US_FDA",,,,,,"1481627436509024258","en","0",,,"0","0","0","active","@CDCgov @US_FDA 😂😂😂😂😂 effective 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 as effective as you guys running on Pfizer payroll right",
"false","false","A lover of capitalism, love freedom, love to drink rum","https://pbs.twimg.com/profile_images/1465329461881147392/zyOb3isX_normal.jpg","Lee Jiffard","1465329285410000901","LJiffard","0","0","1481333160218669056","Wed Jan 12 21:33:06 +0000 2022","Let’s just stop injecting crap into kids.",,,,,,,,,,,,,"pic.x.com/Cnm1tedcGP","https://x.com/LJiffard/status/1481378727921602560/photo/1","Available","88","88","814","1344","108","108","20","1302","51","51","476","787","63","63","11","762","88","88","814","1344","108","108","20","1302","29","29","270","446","35","35","6","432","1481378722636865536","50","73","3_1481378722636865536","3_1481378722636865536","https://pbs.twimg.com/media/FI7qGXyXoAALYd2.jpg","530","946","0","399","946","946","0","191","1078","946","0","125","1892","946","0","0","2048","946","0","0","2048","946","2048","fit","946","1200","fit","554","680","fit","314","150","crop","150","photo","https://t.co/Cnm1tedcGP",,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1481378727921602560","en","0","1481378722636865536","https://pbs.twimg.com/media/FI7qGXyXoAALYd2.jpg","0","0","0","active","@CDCgov Let’s just stop injecting crap into kids. https://t.co/Cnm1tedcGP",
"false","false","Another Human","https://pbs.twimg.com/profile_images/1969493655854727168/TbbK-pKu_normal.jpg","Larry","1457557702255661057","Stephan57789378","298","0","1481333160218669056","Thu Jan 13 03:44:18 +0000 2022","https://t.co/3liucJfeOM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"t.me/covidvaccinein…","https://t.me/covidvaccineinjuries/4265","8","31","https://t.co/3liucJfeOM","146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1481472146375262208","qme","0",,,"0","0","0","active","@CDCgov https://t.co/3liucJfeOM",
"false","false","Male and proud..","https://pbs.twimg.com/profile_images/1335798251891527683/xkNXiPKw_normal.jpg","Bundy Bear (Col)","216981415","Bundy__Bear","34","0","1481333160218669056","Thu Jan 13 03:53:24 +0000 2022","https://t.co/0kZbY7fv6Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"fb.watch/avmJsEfN3o/","https://fb.watch/avmJsEfN3o/","16","39","https://t.co/0kZbY7fv6Z","146569971","0","7","CDC","CDCgov","44783853","8","15","HHS","HHSGov",,,,,,"1481474436788539394","qme","0",,,"0","0","0","active","@CDCgov @HHSGov https://t.co/0kZbY7fv6Z",
"false","false","","https://pbs.twimg.com/profile_images/1957412569947213825/xH9QL7rh_normal.jpg","Stella Blue","2989807577","DogNamedRue","199","0","1481333160218669056","Wed Jan 12 20:08:50 +0000 2022","anyone thinking of giving your children this experiment, should listen to the inventor of the MRNA

Scary, even watched the FDA advisors say, only way we will know if its safe, is to start administering to children""  

U want ur child to b a guinea pig?

https://t.co/hwLVNkX9Hi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rumble.com/vqq7gc-dr.-rob…","https://rumble.com/vqq7gc-dr.-robert-malone-before-you-inject-your-child.html","263","286","https://t.co/hwLVNkX9Hi","146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1481357523097636870","en","0",,,"0","0","0","active","@CDCgov anyone thinking of giving your children this experiment, should listen to the inventor of the MRNA

Scary, even watched the FDA advisors say, only way we will know if its safe, is to start administering to children""  

U want ur child to b a guinea pig?

https://t.co/hwLVNkX9Hi",
"false","true","Just a person concerned about the state of our nation, as people being brainwashed by the media and academia, tear it apart.  I identify as a toaster oven.","https://pbs.twimg.com/profile_images/1999556893165965314/ijt3p-G3_normal.jpg","NHPatriot603","1047509619273293824","NPatriot603","162","0","1481333160218669056","Thu Jan 13 01:50:15 +0000 2022","Safe?  Define safe.  Our kids don’t need them and you know it.  The at risk do.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1481443441724862464","en","0",,,"0","0","0","active","@CDCgov Safe?  Define safe.  Our kids don’t need them and you know it.  The at risk do.",
