"author/blue_verified","author/can_dm","author/description","author/image","author/name","author/rest_id","author/screen_name","author/sub_count","bookmarks","conversation_id","created_at","display_text","entities/hashtags/0/indices/0","entities/hashtags/0/indices/1","entities/hashtags/0/text","entities/hashtags/1/indices/0","entities/hashtags/1/indices/1","entities/hashtags/1/text","entities/hashtags/2/indices/0","entities/hashtags/2/indices/1","entities/hashtags/2/text","entities/hashtags/3/indices/0","entities/hashtags/3/indices/1","entities/hashtags/3/text","entities/hashtags/4/indices/0","entities/hashtags/4/indices/1","entities/hashtags/4/text","entities/media/0/display_url","entities/media/0/expanded_url","entities/media/0/ext_media_availability/status","entities/media/0/features/large/faces/0/h","entities/media/0/features/large/faces/0/w","entities/media/0/features/large/faces/0/x","entities/media/0/features/large/faces/0/y","entities/media/0/features/medium/faces/0/h","entities/media/0/features/medium/faces/0/w","entities/media/0/features/medium/faces/0/x","entities/media/0/features/medium/faces/0/y","entities/media/0/features/orig/faces/0/h","entities/media/0/features/orig/faces/0/w","entities/media/0/features/orig/faces/0/x","entities/media/0/features/orig/faces/0/y","entities/media/0/features/small/faces/0/h","entities/media/0/features/small/faces/0/w","entities/media/0/features/small/faces/0/x","entities/media/0/features/small/faces/0/y","entities/media/0/id_str","entities/media/0/indices/0","entities/media/0/indices/1","entities/media/0/media_key","entities/media/0/media_results/result/media_key","entities/media/0/media_url_https","entities/media/0/original_info/focus_rects/0/h","entities/media/0/original_info/focus_rects/0/w","entities/media/0/original_info/focus_rects/0/x","entities/media/0/original_info/focus_rects/0/y","entities/media/0/original_info/focus_rects/1/h","entities/media/0/original_info/focus_rects/1/w","entities/media/0/original_info/focus_rects/1/x","entities/media/0/original_info/focus_rects/1/y","entities/media/0/original_info/focus_rects/2/h","entities/media/0/original_info/focus_rects/2/w","entities/media/0/original_info/focus_rects/2/x","entities/media/0/original_info/focus_rects/2/y","entities/media/0/original_info/focus_rects/3/h","entities/media/0/original_info/focus_rects/3/w","entities/media/0/original_info/focus_rects/3/x","entities/media/0/original_info/focus_rects/3/y","entities/media/0/original_info/focus_rects/4/h","entities/media/0/original_info/focus_rects/4/w","entities/media/0/original_info/focus_rects/4/x","entities/media/0/original_info/focus_rects/4/y","entities/media/0/original_info/height","entities/media/0/original_info/width","entities/media/0/sizes/large/h","entities/media/0/sizes/large/resize","entities/media/0/sizes/large/w","entities/media/0/sizes/medium/h","entities/media/0/sizes/medium/resize","entities/media/0/sizes/medium/w","entities/media/0/sizes/small/h","entities/media/0/sizes/small/resize","entities/media/0/sizes/small/w","entities/media/0/sizes/thumb/h","entities/media/0/sizes/thumb/resize","entities/media/0/sizes/thumb/w","entities/media/0/type","entities/media/0/url","entities/urls/0/display_url","entities/urls/0/expanded_url","entities/urls/0/indices/0","entities/urls/0/indices/1","entities/urls/0/url","entities/user_mentions/0/id_str","entities/user_mentions/0/indices/0","entities/user_mentions/0/indices/1","entities/user_mentions/0/name","entities/user_mentions/0/screen_name","entities/user_mentions/1/id_str","entities/user_mentions/1/indices/0","entities/user_mentions/1/indices/1","entities/user_mentions/1/name","entities/user_mentions/1/screen_name","entities/user_mentions/2/id_str","entities/user_mentions/2/indices/0","entities/user_mentions/2/indices/1","entities/user_mentions/2/name","entities/user_mentions/2/screen_name","entities/user_mentions/3/id_str","entities/user_mentions/3/indices/0","entities/user_mentions/3/indices/1","entities/user_mentions/3/name","entities/user_mentions/3/screen_name","entities/user_mentions/4/id_str","entities/user_mentions/4/indices/0","entities/user_mentions/4/indices/1","entities/user_mentions/4/name","entities/user_mentions/4/screen_name","entities/user_mentions/5/id_str","entities/user_mentions/5/indices/0","entities/user_mentions/5/indices/1","entities/user_mentions/5/name","entities/user_mentions/5/screen_name","id","lang","likes","media/photo/0/id","media/photo/0/media_url_https","place/country","place/country_code","place/full_name","place/more_data_url","place/name","place/place_type","quotes","replies","retweets","status","text","views"
"false","false","... opinadora de política, de políticas públicas, epidemiología, salud pública... ;) #optimismoPragmatico","https://pbs.twimg.com/profile_images/1411766508796190720/m5zOjvg6_normal.jpg","Belisa","215704847","belisadeluna","353","0","1238841061277040640","Sun Mar 15 18:29:44 +0000 2020","Is possible to obtain this video in Spanish?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,,,,,,"1239257488815423489","en","0",,,"United States","US","Wisconsin, USA","https://api.twitter.com/1.1/geo/id/7dc5c6d3bfb10ccc.json","Wisconsin","admin","0","0","0","active","@CDCgov Is possible to obtain this video in Spanish?",
"false","true","Statistician","https://pbs.twimg.com/profile_images/961287295881170944/eD89t2Uy_normal.jpg","Dane Van Domelen","1611951505","DaneVanDomelen","152","0","1238841061277040640","Sat Mar 14 15:02:59 +0000 2020","This is directed at the American public right? Maybe you should use ""coronavirus"" in place of ""COVID-19"", since that's overwhelmingly what they call it.",,,,,,,,,,,,,,,,"pic.x.com/YTQznWfq65","https://x.com/DaneVanDomelen/status/1238843071938379776/photo/1","Available",,,,,,,,,,,,,,,,,"1238842701828808705","161","184","3_1238842701828808705","3_1238842701828808705","https://pbs.twimg.com/media/ETFA36cXYAExu7X.png","549","980","60","0","549","549","479","0","549","482","512","0","549","275","616","0","549","1040","0","0","549","1040","549","fit","1040","549","fit","1040","359","fit","680","150","crop","150","photo","https://t.co/YTQznWfq65",,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,,,,,,"1238843071938379776","en","0","1238842701828808705","https://pbs.twimg.com/media/ETFA36cXYAExu7X.png","United States","US","Wisconsin, USA","https://api.twitter.com/1.1/geo/id/7dc5c6d3bfb10ccc.json","Wisconsin","admin","0","1","0","active","@CDCgov This is directed at the American public right? Maybe you should use ""coronavirus"" in place of ""COVID-19"", since that's overwhelmingly what they call it. https://t.co/YTQznWfq65",
"false","false","GenX🤪Husband 🌊Dad👽Son🦕Brother🌴Plumber🌜 NoIM’s🛠NOLISTS🖖BlocksAssholes📐Science♻️Logic🌎Unity✌️Focus👁#MalesAgainstGilead #ElizabethWarren2020","https://pbs.twimg.com/profile_images/1231278575677927424/5ugCiNDr_normal.jpg","crreed","1079459883508887552","crreed49","426","0","1238841061277040640","Sun Mar 15 04:00:38 +0000 2020","Is that why #CDC is packing scared people returning from Europe in like sardines for hours on end at 13 airports throughout the country? #Covid19 #TrumpVirus #ExponentialFailure #WTF??? https://t.co/X2MF3v7lQn","29","33","CDC","154","162","Covid19","163","174","TrumpVirus","175","194","ExponentialFailure","195","199","WTF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x.com/brookegmcdonal…","https://x.com/brookegmcdonald/status/1238986272137502720?s=21","203","226","https://t.co/X2MF3v7lQn","146569971","0","7","CDC","CDCgov","90519838","8","16","Monterey Co Health","MCHDPIO",,,,,,,,,,,,,,,,,,,,,"1239038772542504961","en","0",,,"United States","US","Wisconsin, USA","https://api.twitter.com/1.1/geo/id/7dc5c6d3bfb10ccc.json","Wisconsin","admin","1","0","0","active","@CDCgov @MCHDPIO Is that why #CDC is packing scared people returning from Europe in like sardines for hours on end at 13 airports throughout the country? #Covid19 #TrumpVirus #ExponentialFailure #WTF??? https://t.co/X2MF3v7lQn",
"false","false","Zero Code Intelligent Automation and Collaborative Platform. info@mindxtract.com #IntelligentAutomation #MindXtract #zerocode #lowcode","https://pbs.twimg.com/profile_images/827254005977853954/Zc0MdGfj_normal.jpg","MindXtract","827253436416602112","MindXtract","119","0","1238841061277040640","Sat Mar 14 15:29:29 +0000 2020","@MindXtract has an app ready to deploy NOW that would allow  government agencies to track #Covid_19 in real time &amp; connect hospitals, clinics and labs directly to govt. within 24 hours of deployment. Need .gov to act on this.Video-https://t.co/YlfJFLch5s","98","107","Covid_19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"youtu.be/W7e6jB5W2G4","https://youtu.be/W7e6jB5W2G4","243","266","https://t.co/YlfJFLch5s","146569971","0","7","CDC","CDCgov","827253436416602112","8","19","MindXtract","MindXtract",,,,,,,,,,,,,,,,,,,,,"1238849741980565504","en","0",,,"United States","US","Wisconsin, USA","https://api.twitter.com/1.1/geo/id/7dc5c6d3bfb10ccc.json","Wisconsin","admin","0","0","0","active","@CDCgov @MindXtract has an app ready to deploy NOW that would allow  government agencies to track #Covid_19 in real time &amp; connect hospitals, clinics and labs directly to govt. within 24 hours of deployment. Need .gov to act on this.Video-https://t.co/YlfJFLch5s",
"false","true","Scientist. Black, female, immigrant 🇺🇸🇹🇹. Wife. Climate x Health. Environmentalist since 15 yrs old. Spelman, KSU & UMD Alum; Tweets are my own.","https://pbs.twimg.com/profile_images/1249906555857838087/ykqCzkZU_normal.jpg","Crystal Upperman","980427165190770688","Dr_Upperman","460","0","1238841061277040640","Sat Mar 14 15:24:29 +0000 2020","How is CDC defining older adults? Please clarify the the specific age category for older adults.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,,,,,,"1238848483949510657","en","2",,,"United States","US","Wisconsin, USA","https://api.twitter.com/1.1/geo/id/7dc5c6d3bfb10ccc.json","Wisconsin","admin","0","2","0","active","@CDCgov How is CDC defining older adults? Please clarify the the specific age category for older adults.",
"false","false","","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","sameoldsameold","1214357824173740037","sameoldsameol14","8","0","1238841061277040640","Mon Mar 16 14:20:43 +0000 2020","Older Americans were only ones on the ball.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","9624742","8","18","Department of State","StateDept",,,,,,,,,,,,,,,,,,,,,"1239557210784628736","en","0",,,"United States","US","Wisconsin, USA","https://api.twitter.com/1.1/geo/id/7dc5c6d3bfb10ccc.json","Wisconsin","admin","0","0","0","active","@CDCgov @StateDept Older Americans were only ones on the ball.",
"false","false","unbiased news straight from my couch","https://pbs.twimg.com/profile_images/1269304288582533121/FuwiIbpF_normal.jpg","legit updates™","1238675107280760832","legitupdatess","3","0","1238841061277040640","Sat Mar 14 15:09:29 +0000 2020","so you're telling me i might have to cancel my senior citizen getaway to china",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,,,,,,"1238844705397444608","en","1",,,"United States","US","Wisconsin, USA","https://api.twitter.com/1.1/geo/id/7dc5c6d3bfb10ccc.json","Wisconsin","admin","0","0","0","active","@CDCgov so you're telling me i might have to cancel my senior citizen getaway to china",
"false","false","","https://pbs.twimg.com/profile_images/468570274787385345/oOw2ImYn_normal.jpeg","Crystal Cown","1739899640","crystalist55","44","0","1238841061277040640","Sat Mar 14 23:20:43 +0000 2020","Can you please put more emphasis on the number of people under 60 with health issues that have been effected by this. There is very little focus younger people with immune issues and children with health issues. People seem to think it's only an issue with the elderly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,,,,,,"1238968328531607553","en","0",,,"United States","US","Wisconsin, USA","https://api.twitter.com/1.1/geo/id/7dc5c6d3bfb10ccc.json","Wisconsin","admin","0","0","0","active","@CDCgov Can you please put more emphasis on the number of people under 60 with health issues that have been effected by this. There is very little focus younger people with immune issues and children with health issues. People seem to think it's only an issue with the elderly.",
"false","false","Started with advanced #DeFi  on Barnbridge and meanwhile landed in @Futureverse to observe whether the open #Metaverse will become reality","https://pbs.twimg.com/profile_images/1804180890601271296/ZXeGVqNN_normal.jpg","Crypto, Research, $LIZ","1230918443802775552","GuyHedge","158","0","1238841061277040640","Sun Mar 15 09:26:06 +0000 2020","When will the vaccine protocol to prevent the unnecessary deaths of Hepatitis-B become a must?
Nobody needs to die from cirrosis or liver cancer nowadays. There is vaccine against Hepatitis-B! Please do something.",,,,,,,,,,,,,,,,"pic.x.com/dKdr5N9rJd","https://x.com/GuyHedge/status/1239120679884206080/photo/1","Available","67","67","228","435","67","67","228","435","67","67","228","435","55","55","188","359","1239120672808370178","236","259","3_1239120672808370178","3_1239120672808370178","https://pbs.twimg.com/media/ETI9r9CWAAIozHm.jpg","440","786","0","0","786","786","0","0","822","721","0","0","822","411","62","0","822","786","0","0","822","786","822","fit","786","822","fit","786","680","fit","650","150","crop","150","photo","https://t.co/dKdr5N9rJd",,,,,,"146569971","0","7","CDC","CDCgov","19658936","8","21","CDC Emergency","CDCemergency",,,,,,,,,,,,,,,,,,,,,"1239120679884206080","en","0","1239120672808370178","https://pbs.twimg.com/media/ETI9r9CWAAIozHm.jpg","United States","US","Wisconsin, USA","https://api.twitter.com/1.1/geo/id/7dc5c6d3bfb10ccc.json","Wisconsin","admin","0","0","0","active","@CDCgov @CDCemergency When will the vaccine protocol to prevent the unnecessary deaths of Hepatitis-B become a must?
Nobody needs to die from cirrosis or liver cancer nowadays. There is vaccine against Hepatitis-B! Please do something. https://t.co/dKdr5N9rJd",
"false","false","Artist, song writer,poet, seeker, psychic and traveler. Buddhist. Mitzi Linn Gallery-Facebook . https://t.co/ZZbYrVaYxq. YouTube channel as Mitzi Linn","https://pbs.twimg.com/profile_images/1068641010949865472/4wNX2QXd_normal.jpg","Mitzi Linn💯✌️🤗❤️☮️☯️♒️🟧","1034550710598168577","theMitziLinn","230","0","1238841061277040640","Sat Mar 14 15:00:19 +0000 2020","is dying a plan? if I get pneumonia from the virus?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","114597372","8","22","D","resplendicity",,,,,,,,,,,,,,,,,,,,,"1238842398857252865","en","2",,,"United States","US","Wisconsin, USA","https://api.twitter.com/1.1/geo/id/7dc5c6d3bfb10ccc.json","Wisconsin","admin","0","2","0","active","@CDCgov @resplendicity is dying a plan? if I get pneumonia from the virus?",
"false","true","Originally from NY's Hell's Kitchen, now stuck in NJ. Proud mom and young grandma! If you are a MAGAt or anti-Dem, do not follow or Tweet me.","https://pbs.twimg.com/profile_images/617170227/princess_fiona_normal.jpg","Barbara M. H.","32137033","firstbascia","389","0","1238841061277040640","Sat Mar 14 17:04:10 +0000 2020","It would be great if we had access to testing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","20071361","8","16","NJOEM🇺🇸","ReadyNJ",,,,,,,,,,,,,,,,,,,,,"1238873570132058117","en","0",,,"United States","US","Wisconsin, USA","https://api.twitter.com/1.1/geo/id/7dc5c6d3bfb10ccc.json","Wisconsin","admin","0","0","0","active","@CDCgov @ReadyNJ It would be great if we had access to testing.",
"false","false","My mission is spreading better business outcomes. RTs do not equal endorsement.","https://pbs.twimg.com/profile_images/1174984666/Jo_photo_for_Linkedin_normal.jpg","BetterBusinessBudget","148481568","BBBudget","5304","0","1238841061277040640","Sat Mar 14 22:51:20 +0000 2020","This has good info, especially near the end.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","131546062","8","21","Rick Scott","SenRickScott",,,,,,,,,,,,,,,,,,,,,"1238960934061854721","en","0",,,"United States","US","Wisconsin, USA","https://api.twitter.com/1.1/geo/id/7dc5c6d3bfb10ccc.json","Wisconsin","admin","0","0","0","active","@CDCgov @SenRickScott This has good info, especially near the end.",
"false","false","","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","shirley strickland","153971359","strouble2","53","0","1238841061277040640","Sun Mar 15 10:37:14 +0000 2020","what kind of plan are you talking about? If you get sick you call your doctor. I can say this because Im old enough to be at risk and have too many medical issues including allergy so if my nose and eyes are running or Im short of breath  I don't have corv19 my allergies are bad",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,,,,,,"1239138580854984704","en","0",,,"United States","US","Wisconsin, USA","https://api.twitter.com/1.1/geo/id/7dc5c6d3bfb10ccc.json","Wisconsin","admin","0","0","0","active","@CDCgov what kind of plan are you talking about? If you get sick you call your doctor. I can say this because Im old enough to be at risk and have too many medical issues including allergy so if my nose and eyes are running or Im short of breath  I don't have corv19 my allergies are bad",
"false","false","Straight sis male, Christian, he/him pronouns. Judge not, least you be judged.(Mathew 7:1) paraphrased","https://pbs.twimg.com/profile_images/1616039442627584000/yfuunHjW_normal.jpg","Cody","1128808805926674434","C_dot_Curry","7","0","1238841061277040640","Mon Mar 16 23:08:54 +0000 2020","Can you guys and/or gals tweet about how to prevent the spread? I looked it up online and TWITter won't let me tweet the link to your website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,,,,,,"1239690132900454400","en","0",,,"United States","US","Wisconsin, USA","https://api.twitter.com/1.1/geo/id/7dc5c6d3bfb10ccc.json","Wisconsin","admin","0","0","0","active","@CDCgov Can you guys and/or gals tweet about how to prevent the spread? I looked it up online and TWITter won't let me tweet the link to your website.",
"false","true","Healthcare & Business Consultant. HIPAA is not used as intended. Help us build more air cleaners for central Kentucky schools https://t.co/sD2BZWVP5h She/her","https://pbs.twimg.com/profile_images/1935133572307763200/TftaKTHA_normal.jpg","Debbie Winslow","616740228","Debbie_Winslow_","1799","0","1238841061277040640","Sun Mar 15 03:07:12 +0000 2020","“May be”? Don’t go out on a limb.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","1023300683133534212","8","24","Bell County (KY) Dems","kybellcountydem",,,,,,,,,,,,,,,,,,,,,"1239025326338039809","en","0",,,"United States","US","Wisconsin, USA","https://api.twitter.com/1.1/geo/id/7dc5c6d3bfb10ccc.json","Wisconsin","admin","0","0","0","active","@CDCgov @kybellcountydem “May be”? Don’t go out on a limb.",
"false","false","Black, Gay, 50-something activist.
Organizer w/ @GAGnoguns, @RiseandResistNY, @queermarch
Articles/speeches: https://t.co/S3TAP32AIs","https://pbs.twimg.com/profile_images/1850686165042573313/hbdbgg2r_normal.jpg","🌊Jay W. (#StopProject2025) Walker","4056209999","jaywwalker1","1781","0","1238841061277040640","Sat Mar 14 15:54:55 +0000 2020","https://t.co/3epJKjmGQz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"youtu.be/NEkq_XDj5n","https://youtu.be/NEkq_XDj5n","8","31","https://t.co/3epJKjmGQz","146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,,,,,,"1238856142673059840","qme","0",,,"United States","US","Manhattan, NY","https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","city","0","0","0","active","@CDCgov https://t.co/3epJKjmGQz",
"false","true","hi？","https://pbs.twimg.com/profile_images/1238474293417086977/7Pt4iEAB_normal.jpg","shada","1215915455199625216","shada23240406","0","0","1238841061277040640","Sat Mar 14 17:26:33 +0000 2020","That's why I'm so scared",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,,,,,,"1238879201236672512","en","0",,,,,,,,,"0","0","0","active","@CDCgov That's why I'm so scared",
"false","false","","https://pbs.twimg.com/profile_images/1238864264376520704/tG9NSRs-_normal.jpg","E Nix","86648254","nursconslt","4","0","1238841061277040640","Sat Mar 14 16:52:18 +0000 2020","Im referring the list published by @ScottGottliebMD of companies producing testing for Covid 19 virus.  https://t.co/lgOLDyAJso",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"codiagnostics.com/products/diagn…","http://codiagnostics.com/products/diagnostic-solutions/logix-smart-covid19/","112","135","https://t.co/lgOLDyAJso","146569971","0","7","CDC","CDCgov","40156330","43","59","Scott Gottlieb, MD 🇺🇸","ScottGottliebMD",,,,,,,,,,,,,,,,,,,,,"1238870580419604481","en","0",,,,,,,,,"0","2","0","active","@CDCgov Im referring the list published by @ScottGottliebMD of companies producing testing for Covid 19 virus.  https://t.co/lgOLDyAJso",
"false","false","Be cool","https://pbs.twimg.com/profile_images/1230584875142582274/Z_dnp6W-_normal.jpg","ABCD","1230584263860523008","Jackie69084927","3","0","1238841061277040640","Sun Mar 15 13:09:07 +0000 2020","https://t.co/1rGfKDnCiS
PLEASE WATCH THIS AND STAY AT HOMR AS YOU CAN TO SAVE YOU AND YOUR FAMILY FROM CORONAVIRUS.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"youtu.be/e3gCbkeARbY","https://youtu.be/e3gCbkeARbY","8","31","https://t.co/1rGfKDnCiS","146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,,,,,,"1239176804419674113","en","0",,,,,,,,,"0","0","0","active","@CDCgov https://t.co/1rGfKDnCiS
PLEASE WATCH THIS AND STAY AT HOMR AS YOU CAN TO SAVE YOU AND YOUR FAMILY FROM CORONAVIRUS.",
"false","false","Easy come, easy go","https://pbs.twimg.com/profile_images/1238896781309743105/D4praNfL_normal.jpg","Oscar Yu","1238479797640220681","RealOscarYu","1","0","1238841061277040640","Sun Mar 15 04:53:42 +0000 2020","Do you need detection?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","19658936","8","21","CDC Emergency","CDCemergency",,,,,,,,,,,,,,,,,,,,,"1239052127198117888","en","0",,,,,,,,,"0","0","0","active","@CDCgov @CDCemergency Do you need detection?",
"false","false","","https://pbs.twimg.com/profile_images/1238864264376520704/tG9NSRs-_normal.jpg","E Nix","86648254","nursconslt","4","0","1238841061277040640","Sat Mar 14 20:46:31 +0000 2020","Co-Diagnostics lab of Utah is shipping orders for its test to countries on 5 continents, including Italy.The Company is also seeking emergency use clearance for use as an in vitro diagnostic by the U.S. FDA as well as by the CDSCO in India. Please expedite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,,,,,,"1238929525431513095","en","0",,,,,,,,,"0","0","0","active","@CDCgov Co-Diagnostics lab of Utah is shipping orders for its test to countries on 5 continents, including Italy.The Company is also seeking emergency use clearance for use as an in vitro diagnostic by the U.S. FDA as well as by the CDSCO in India. Please expedite",
"false","true","God! Heart defect! Pulmonary Hypertension! Fighting rare, progressive, life-threatening lung &heart disease! Living on HOPE & FAITH! ⚓️","https://pbs.twimg.com/profile_images/628782302936612864/U6cgPCY1_normal.jpg","🧜🏻‍♀️Mermaid at Heart⚓♿️🫁🫀","21540776","xoKaylaNicole","1173","0","1238841061277040640","Mon Mar 16 12:02:13 +0000 2020","What’s my plan if I get sick??",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,,,,,,"1239522354688122880","en","0",,,,,,,,,"0","0","0","active","@CDCgov What’s my plan if I get sick??",
"false","true","","https://pbs.twimg.com/profile_images/1730289316339859456/5ufiLeW5_normal.jpg","Amie","3031359793","popsometags295","92","0","1238841061277040640","Sat Mar 14 15:12:51 +0000 2020","I get my disability check once a month, food stamps once a month and my prescription refills a couple days before I run out. How can I stay home when I have no extra money or medication to make that possible?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,,,,,,"1238845554861490177","en","1",,,,,,,,,"0","0","0","active","@CDCgov I get my disability check once a month, food stamps once a month and my prescription refills a couple days before I run out. How can I stay home when I have no extra money or medication to make that possible?",
"false","false","🎗️🇺🇦🏳‍🌈🟦🇮🇱💙🌊 Late diagnosed AuDHD/OCD. Atheist/Humanist, Ex-JW survivor, Cat Mom😻Gen X, disability advocate. 🖕🥀🔻DSA","https://pbs.twimg.com/profile_images/2057490535284367360/FbTiLLwy_normal.jpg","Tbug","3144960008","TbugRuralDem","1795","0","1238841061277040640","Mon Mar 16 16:23:54 +0000 2020","Can you please provide more specific information on high risk categories?  I have induced asthma but can’t get a straight answer as to weather that puts me in a high risk category.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,,,,,,"1239588210071617541","en","0",,,,,,,,,"0","0","0","active","@CDCgov Can you please provide more specific information on high risk categories?  I have induced asthma but can’t get a straight answer as to weather that puts me in a high risk category.",
"false","true","Independent Voter-Grandma voting  Blue. “When it is darkest, we can see the stars.” - Ralph Waldo Emerson. #UkraineNeedsUS.","https://pbs.twimg.com/profile_images/1467490863085502467/1koKU3aw_normal.jpg","Sadie","817066945526767616","sadieorganic","797","0","1238841061277040640","Sat Mar 14 20:32:38 +0000 2020","Good for the real estate mkt. as surviving adult children quickly sell off the old, family homestead to help pay off their higher ed. debt!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,,,,,,"1238926030599065600","en","0",,,,,,,,,"0","0","0","active","@CDCgov Good for the real estate mkt. as surviving adult children quickly sell off the old, family homestead to help pay off their higher ed. debt!",
"false","false","Progressive BLM supporter","https://pbs.twimg.com/profile_images/690973047646478336/OTUNTs0J_normal.jpg","Bobby Flame","1123028101","Faseketball","222","0","1238841061277040640","Sun Mar 15 14:31:05 +0000 2020","The airport hubs are looking really scary right now in the us",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,,,,,,"1239197431595593732","en","0",,,,,,,,,"0","0","0","active","@CDCgov The airport hubs are looking really scary right now in the us",
