"author/blue_verified","author/can_dm","author/description","author/image","author/name","author/rest_id","author/screen_name","author/sub_count","bookmarks","conversation_id","created_at","display_text","entities/hashtags/0/indices/0","entities/hashtags/0/indices/1","entities/hashtags/0/text","entities/hashtags/1/indices/0","entities/hashtags/1/indices/1","entities/hashtags/1/text","entities/hashtags/2/indices/0","entities/hashtags/2/indices/1","entities/hashtags/2/text","entities/hashtags/3/indices/0","entities/hashtags/3/indices/1","entities/hashtags/3/text","entities/media/0/display_url","entities/media/0/expanded_url","entities/media/0/ext_alt_text","entities/media/0/ext_media_availability/status","entities/media/0/features/large/faces/0/h","entities/media/0/features/large/faces/0/w","entities/media/0/features/large/faces/0/x","entities/media/0/features/large/faces/0/y","entities/media/0/features/large/faces/1/h","entities/media/0/features/large/faces/1/w","entities/media/0/features/large/faces/1/x","entities/media/0/features/large/faces/1/y","entities/media/0/features/medium/faces/0/h","entities/media/0/features/medium/faces/0/w","entities/media/0/features/medium/faces/0/x","entities/media/0/features/medium/faces/0/y","entities/media/0/features/medium/faces/1/h","entities/media/0/features/medium/faces/1/w","entities/media/0/features/medium/faces/1/x","entities/media/0/features/medium/faces/1/y","entities/media/0/features/orig/faces/0/h","entities/media/0/features/orig/faces/0/w","entities/media/0/features/orig/faces/0/x","entities/media/0/features/orig/faces/0/y","entities/media/0/features/orig/faces/1/h","entities/media/0/features/orig/faces/1/w","entities/media/0/features/orig/faces/1/x","entities/media/0/features/orig/faces/1/y","entities/media/0/features/small/faces/0/h","entities/media/0/features/small/faces/0/w","entities/media/0/features/small/faces/0/x","entities/media/0/features/small/faces/0/y","entities/media/0/features/small/faces/1/h","entities/media/0/features/small/faces/1/w","entities/media/0/features/small/faces/1/x","entities/media/0/features/small/faces/1/y","entities/media/0/id_str","entities/media/0/indices/0","entities/media/0/indices/1","entities/media/0/media_key","entities/media/0/media_results/result/media_key","entities/media/0/media_url_https","entities/media/0/original_info/focus_rects/0/h","entities/media/0/original_info/focus_rects/0/w","entities/media/0/original_info/focus_rects/0/x","entities/media/0/original_info/focus_rects/0/y","entities/media/0/original_info/focus_rects/1/h","entities/media/0/original_info/focus_rects/1/w","entities/media/0/original_info/focus_rects/1/x","entities/media/0/original_info/focus_rects/1/y","entities/media/0/original_info/focus_rects/2/h","entities/media/0/original_info/focus_rects/2/w","entities/media/0/original_info/focus_rects/2/x","entities/media/0/original_info/focus_rects/2/y","entities/media/0/original_info/focus_rects/3/h","entities/media/0/original_info/focus_rects/3/w","entities/media/0/original_info/focus_rects/3/x","entities/media/0/original_info/focus_rects/3/y","entities/media/0/original_info/focus_rects/4/h","entities/media/0/original_info/focus_rects/4/w","entities/media/0/original_info/focus_rects/4/x","entities/media/0/original_info/focus_rects/4/y","entities/media/0/original_info/height","entities/media/0/original_info/width","entities/media/0/sizes/large/h","entities/media/0/sizes/large/resize","entities/media/0/sizes/large/w","entities/media/0/sizes/medium/h","entities/media/0/sizes/medium/resize","entities/media/0/sizes/medium/w","entities/media/0/sizes/small/h","entities/media/0/sizes/small/resize","entities/media/0/sizes/small/w","entities/media/0/sizes/thumb/h","entities/media/0/sizes/thumb/resize","entities/media/0/sizes/thumb/w","entities/media/0/type","entities/media/0/url","entities/media/0/video_info/aspect_ratio/0","entities/media/0/video_info/aspect_ratio/1","entities/media/0/video_info/variants/0/bitrate","entities/media/0/video_info/variants/0/content_type","entities/media/0/video_info/variants/0/url","entities/urls/0/display_url","entities/urls/0/expanded_url","entities/urls/0/indices/0","entities/urls/0/indices/1","entities/urls/0/url","entities/user_mentions/0/id_str","entities/user_mentions/0/indices/0","entities/user_mentions/0/indices/1","entities/user_mentions/0/name","entities/user_mentions/0/screen_name","entities/user_mentions/1/id_str","entities/user_mentions/1/indices/0","entities/user_mentions/1/indices/1","entities/user_mentions/1/name","entities/user_mentions/1/screen_name","entities/user_mentions/2/id_str","entities/user_mentions/2/indices/0","entities/user_mentions/2/indices/1","entities/user_mentions/2/name","entities/user_mentions/2/screen_name","id","lang","likes","media/photo/0/id","media/photo/0/media_url_https","media/video/0/aspect_ratio/0","media/video/0/aspect_ratio/1","media/video/0/duration","media/video/0/id","media/video/0/media_url_https","media/video/0/original_info/height","media/video/0/original_info/width","media/video/0/variants/0/bitrate","media/video/0/variants/0/content_type","media/video/0/variants/0/url","place/country","place/country_code","place/full_name","place/more_data_url","place/name","place/place_type","quotes","replies","retweets","status","text","views"
"true","true","Logical, data driven, sensible woman.","https://pbs.twimg.com/profile_images/1232083417673519104/0YfV7p7__normal.jpg","Miss Jo","3370328157","therealmissjo","54568","0","1341464783594401792","Thu Dec 24 05:39:30 +0000 2020","Are you saying that women and kids need to give lone black men a wide berth? For the good of their health? 

Just clarifying. 

🤡",,,,,,,,,,,,,"pic.x.com/Dzcia9KiTx","https://x.com/therealmissjo/status/1341981807244423169/photo/1",,"Available","49","49","291","274",,,,,"49","49","291","274",,,,,"49","49","291","274",,,,,"49","49","291","274",,,,,"1341981803763134464","138","161","3_1341981803763134464","3_1341981803763134464","https://pbs.twimg.com/media/Ep-tVyRW8AAu77A.jpg","372","665","0","2","374","374","162","0","374","328","185","0","374","187","256","0","374","665","0","0","374","665","374","fit","665","374","fit","665","374","fit","665","150","crop","150","photo","https://t.co/Dzcia9KiTx",,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1341981807244423169","en","2","1341981803763134464","https://pbs.twimg.com/media/Ep-tVyRW8AAu77A.jpg",,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Are you saying that women and kids need to give lone black men a wide berth? For the good of their health? 

Just clarifying. 

🤡 https://t.co/Dzcia9KiTx",
"false","false","""Joy is not in things, it is in us."" ~Richard Wagner","https://pbs.twimg.com/profile_images/2403689258/DChitwood_ClearEyesFullHeartsCantLose_normal.jpg","Annieone3","637211551","annieone3","1957","0","1341464783594401792","Tue Dec 22 23:42:37 +0000 2020","Keep saying the same three things a million more times. We haven’t caught onto the rules yet because our leaders keep breaking the rules and confusing us! Lol.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1341529607363805184","en","7",,,,,,,,,,,,,,,,,,,"0","0","2","active","@CDCgov Keep saying the same three things a million more times. We haven’t caught onto the rules yet because our leaders keep breaking the rules and confusing us! Lol.",
"false","false","""When all this is over, we may well find that the biggest international variable isn’t the number of preventable deaths. It is the damage to the living.""","https://pbs.twimg.com/profile_images/249591424/joe_levenworth_normal.JPG","Jetero","24360996","jetero","287","0","1341464783594401792","Tue Dec 22 19:39:14 +0000 2020","This is the only reason we are wearing masks!

""The conclusion is not that asymptomatic spread is rare or that the science is uncertain. The study revealed something that hardly ever happens in these kinds of studies. There was not one documented case.""

https://t.co/m8xNlnX0sy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"aier.org/article/asympt…","https://www.aier.org/article/asymptomatic-spread-revisited/?fbclid=IwAR356QYt0oABxvw3QorHX0uK8uF3Wz3iq9RbR6d_rQHoWl3vo5wHCFs21-U","263","286","https://t.co/m8xNlnX0sy","146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1341468358810554368","en","3",,,,,,,,,,,,,,,,,,,"1","0","0","active","@CDCgov This is the only reason we are wearing masks!

""The conclusion is not that asymptomatic spread is rare or that the science is uncertain. The study revealed something that hardly ever happens in these kinds of studies. There was not one documented case.""

https://t.co/m8xNlnX0sy",
"false","false","""Joy is not in things, it is in us."" ~Richard Wagner","https://pbs.twimg.com/profile_images/2403689258/DChitwood_ClearEyesFullHeartsCantLose_normal.jpg","Annieone3","637211551","annieone3","1957","0","1341464783594401792","Tue Dec 22 23:40:54 +0000 2020","We’re following Dr. Birx example!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1341529174763311104","en","8",,,,,,,,,,,,,,,,,,,"0","1","1","active","@CDCgov We’re following Dr. Birx example!",
"false","true","🏡 Small Biz Owner 💖 Wife + Mom 👩🏼 FL Native 🏝️ Natural Health 🥩 Civil Discourse 🫶🏻 1A 🗣️ Maker ⚒️ Independent 🗳️ Massie ‘28👍🏻 Always Anti-War 🌎","https://pbs.twimg.com/profile_images/1823209924857393152/yjm3Qqz5_normal.jpg","Brittany","874915705","BrittElise727","2645","0","1341464783594401792","Tue Dec 22 23:30:35 +0000 2020","No. Do this instead:
https://t.co/8UBm4f00G1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x.com/zev_dr/status/…","https://x.com/zev_dr/status/1320934955791405056?s=20","29","52","https://t.co/8UBm4f00G1","146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1341526577297977346","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov No. Do this instead:
https://t.co/8UBm4f00G1",
"true","false","Christian. DemsAreTheVirus. ResistTheGreatReset. Pandemic/Climate Change=Hoaxes. America First. L.A.Native. DodgerFan. PureBlood. TruthSocial: AnitaMiller","https://pbs.twimg.com/profile_images/1680500651594510337/XP65x0Ez_normal.jpg","Anita Miller","23921732","FoxNewsMom","6956","0","1341464783594401792","Tue Dec 22 23:37:27 +0000 2020","Shut. Up. 

https://t.co/4OQXYVT76d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"theepochtimes.com/covid-hysteria…","https://www.theepochtimes.com/covid-hysteria-serves-desire-for-power_3621273.html","20","43","https://t.co/4OQXYVT76d","146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1341528308081541120","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Shut. Up. 

https://t.co/4OQXYVT76d",
"true","true","Think for yourself
Remember...
The fight isn't over","https://pbs.twimg.com/profile_images/2001613642656092160/NYt2Lj9O_normal.jpg","Jim Sherman 🇺🇸","432868128","Nth_Dimensions","7090","0","1341464783594401792","Wed Dec 23 00:57:37 +0000 2020","NO!
It's that simple.
Deal with it hypocrites.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1341548483916886022","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov NO!
It's that simple.
Deal with it hypocrites.",
"true","false","AmericaFirst TRUMP is our President! 🇺🇸 ULTRA MAGA MAHA. Christian. Married. Conservative. UnVaxxed. 🚫NO DM’s🚫 DM = BLOCK","https://pbs.twimg.com/profile_images/1896234417380601856/-l2D3uQY_normal.jpg","Jane Hay","1888322592","Hay0Jim","32921","0","1341464783594401792","Thu Dec 24 05:49:11 +0000 2020","Wash your hands well.
Gather.
Celebrate 
Enjoy the holidays. 
Eat real whole food.
Sing, play, dance. 
Go to Church. 
Love. Live. 
Wash your hands well.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1341984245833748480","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Wash your hands well.
Gather.
Celebrate 
Enjoy the holidays. 
Eat real whole food.
Sing, play, dance. 
Go to Church. 
Love. Live. 
Wash your hands well.",
"false","false","","https://pbs.twimg.com/profile_images/1319493816362127360/JB-cK1iS_normal.jpg","Aj cook","1319492905728430080","Ajcook47948183","22","0","1341464783594401792","Tue Dec 22 22:27:04 +0000 2020","Are we allowed to go to our families house if they dont live with us for Christmas or not allowed to leave ur home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1341510596236341253","en","0",,,,,,,,,,,,,,,,,,,"0","1","0","active","@CDCgov Are we allowed to go to our families house if they dont live with us for Christmas or not allowed to leave ur home",
"true","false","Centrist: leaning Conservative but also an advocate of sane healthcare solutions, environmental protection, green energy, and vegetarianism.","https://pbs.twimg.com/profile_images/1886892980533125120/7Y_1sma4_normal.jpg","Gardenina","12424312","gardenina","702","0","1341464783594401792","Tue Dec 22 23:28:55 +0000 2020","...or are they saying that white women and children should stay six feet from black men? I'm not sure I understand...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1341526159301902336","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov ...or are they saying that white women and children should stay six feet from black men? I'm not sure I understand...",
