"author/blue_verified","author/can_dm","author/description","author/image","author/name","author/rest_id","author/screen_name","author/sub_count","bookmarks","conversation_id","created_at","display_text","entities/hashtags/0/indices/0","entities/hashtags/0/indices/1","entities/hashtags/0/text","entities/hashtags/1/indices/0","entities/hashtags/1/indices/1","entities/hashtags/1/text","entities/hashtags/2/indices/0","entities/hashtags/2/indices/1","entities/hashtags/2/text","entities/hashtags/3/indices/0","entities/hashtags/3/indices/1","entities/hashtags/3/text","entities/hashtags/4/indices/0","entities/hashtags/4/indices/1","entities/hashtags/4/text","entities/hashtags/5/indices/0","entities/hashtags/5/indices/1","entities/hashtags/5/text","entities/hashtags/6/indices/0","entities/hashtags/6/indices/1","entities/hashtags/6/text","entities/media/0/display_url","entities/media/0/expanded_url","entities/media/0/ext_media_availability/status","entities/media/0/features/large/faces/0/h","entities/media/0/features/large/faces/0/w","entities/media/0/features/large/faces/0/x","entities/media/0/features/large/faces/0/y","entities/media/0/features/large/faces/1/h","entities/media/0/features/large/faces/1/w","entities/media/0/features/large/faces/1/x","entities/media/0/features/large/faces/1/y","entities/media/0/features/large/faces/2/h","entities/media/0/features/large/faces/2/w","entities/media/0/features/large/faces/2/x","entities/media/0/features/large/faces/2/y","entities/media/0/features/medium/faces/0/h","entities/media/0/features/medium/faces/0/w","entities/media/0/features/medium/faces/0/x","entities/media/0/features/medium/faces/0/y","entities/media/0/features/medium/faces/1/h","entities/media/0/features/medium/faces/1/w","entities/media/0/features/medium/faces/1/x","entities/media/0/features/medium/faces/1/y","entities/media/0/features/medium/faces/2/h","entities/media/0/features/medium/faces/2/w","entities/media/0/features/medium/faces/2/x","entities/media/0/features/medium/faces/2/y","entities/media/0/features/orig/faces/0/h","entities/media/0/features/orig/faces/0/w","entities/media/0/features/orig/faces/0/x","entities/media/0/features/orig/faces/0/y","entities/media/0/features/orig/faces/1/h","entities/media/0/features/orig/faces/1/w","entities/media/0/features/orig/faces/1/x","entities/media/0/features/orig/faces/1/y","entities/media/0/features/orig/faces/2/h","entities/media/0/features/orig/faces/2/w","entities/media/0/features/orig/faces/2/x","entities/media/0/features/orig/faces/2/y","entities/media/0/features/small/faces/0/h","entities/media/0/features/small/faces/0/w","entities/media/0/features/small/faces/0/x","entities/media/0/features/small/faces/0/y","entities/media/0/features/small/faces/1/h","entities/media/0/features/small/faces/1/w","entities/media/0/features/small/faces/1/x","entities/media/0/features/small/faces/1/y","entities/media/0/features/small/faces/2/h","entities/media/0/features/small/faces/2/w","entities/media/0/features/small/faces/2/x","entities/media/0/features/small/faces/2/y","entities/media/0/id_str","entities/media/0/indices/0","entities/media/0/indices/1","entities/media/0/media_key","entities/media/0/media_results/result/media_key","entities/media/0/media_url_https","entities/media/0/original_info/focus_rects/0/h","entities/media/0/original_info/focus_rects/0/w","entities/media/0/original_info/focus_rects/0/x","entities/media/0/original_info/focus_rects/0/y","entities/media/0/original_info/focus_rects/1/h","entities/media/0/original_info/focus_rects/1/w","entities/media/0/original_info/focus_rects/1/x","entities/media/0/original_info/focus_rects/1/y","entities/media/0/original_info/focus_rects/2/h","entities/media/0/original_info/focus_rects/2/w","entities/media/0/original_info/focus_rects/2/x","entities/media/0/original_info/focus_rects/2/y","entities/media/0/original_info/focus_rects/3/h","entities/media/0/original_info/focus_rects/3/w","entities/media/0/original_info/focus_rects/3/x","entities/media/0/original_info/focus_rects/3/y","entities/media/0/original_info/focus_rects/4/h","entities/media/0/original_info/focus_rects/4/w","entities/media/0/original_info/focus_rects/4/x","entities/media/0/original_info/focus_rects/4/y","entities/media/0/original_info/height","entities/media/0/original_info/width","entities/media/0/sizes/large/h","entities/media/0/sizes/large/resize","entities/media/0/sizes/large/w","entities/media/0/sizes/medium/h","entities/media/0/sizes/medium/resize","entities/media/0/sizes/medium/w","entities/media/0/sizes/small/h","entities/media/0/sizes/small/resize","entities/media/0/sizes/small/w","entities/media/0/sizes/thumb/h","entities/media/0/sizes/thumb/resize","entities/media/0/sizes/thumb/w","entities/media/0/type","entities/media/0/url","entities/media/0/video_info/aspect_ratio/0","entities/media/0/video_info/aspect_ratio/1","entities/media/0/video_info/variants/0/bitrate","entities/media/0/video_info/variants/0/content_type","entities/media/0/video_info/variants/0/url","entities/media/1/display_url","entities/media/1/expanded_url","entities/media/1/ext_media_availability/status","entities/media/1/features/large/faces/0/h","entities/media/1/features/large/faces/0/w","entities/media/1/features/large/faces/0/x","entities/media/1/features/large/faces/0/y","entities/media/1/features/large/faces/1/h","entities/media/1/features/large/faces/1/w","entities/media/1/features/large/faces/1/x","entities/media/1/features/large/faces/1/y","entities/media/1/features/large/faces/2/h","entities/media/1/features/large/faces/2/w","entities/media/1/features/large/faces/2/x","entities/media/1/features/large/faces/2/y","entities/media/1/features/medium/faces/0/h","entities/media/1/features/medium/faces/0/w","entities/media/1/features/medium/faces/0/x","entities/media/1/features/medium/faces/0/y","entities/media/1/features/medium/faces/1/h","entities/media/1/features/medium/faces/1/w","entities/media/1/features/medium/faces/1/x","entities/media/1/features/medium/faces/1/y","entities/media/1/features/medium/faces/2/h","entities/media/1/features/medium/faces/2/w","entities/media/1/features/medium/faces/2/x","entities/media/1/features/medium/faces/2/y","entities/media/1/features/orig/faces/0/h","entities/media/1/features/orig/faces/0/w","entities/media/1/features/orig/faces/0/x","entities/media/1/features/orig/faces/0/y","entities/media/1/features/orig/faces/1/h","entities/media/1/features/orig/faces/1/w","entities/media/1/features/orig/faces/1/x","entities/media/1/features/orig/faces/1/y","entities/media/1/features/orig/faces/2/h","entities/media/1/features/orig/faces/2/w","entities/media/1/features/orig/faces/2/x","entities/media/1/features/orig/faces/2/y","entities/media/1/features/small/faces/0/h","entities/media/1/features/small/faces/0/w","entities/media/1/features/small/faces/0/x","entities/media/1/features/small/faces/0/y","entities/media/1/features/small/faces/1/h","entities/media/1/features/small/faces/1/w","entities/media/1/features/small/faces/1/x","entities/media/1/features/small/faces/1/y","entities/media/1/features/small/faces/2/h","entities/media/1/features/small/faces/2/w","entities/media/1/features/small/faces/2/x","entities/media/1/features/small/faces/2/y","entities/media/1/id_str","entities/media/1/indices/0","entities/media/1/indices/1","entities/media/1/media_key","entities/media/1/media_results/result/media_key","entities/media/1/media_url_https","entities/media/1/original_info/focus_rects/0/h","entities/media/1/original_info/focus_rects/0/w","entities/media/1/original_info/focus_rects/0/x","entities/media/1/original_info/focus_rects/0/y","entities/media/1/original_info/focus_rects/1/h","entities/media/1/original_info/focus_rects/1/w","entities/media/1/original_info/focus_rects/1/x","entities/media/1/original_info/focus_rects/1/y","entities/media/1/original_info/focus_rects/2/h","entities/media/1/original_info/focus_rects/2/w","entities/media/1/original_info/focus_rects/2/x","entities/media/1/original_info/focus_rects/2/y","entities/media/1/original_info/focus_rects/3/h","entities/media/1/original_info/focus_rects/3/w","entities/media/1/original_info/focus_rects/3/x","entities/media/1/original_info/focus_rects/3/y","entities/media/1/original_info/focus_rects/4/h","entities/media/1/original_info/focus_rects/4/w","entities/media/1/original_info/focus_rects/4/x","entities/media/1/original_info/focus_rects/4/y","entities/media/1/original_info/height","entities/media/1/original_info/width","entities/media/1/sizes/large/h","entities/media/1/sizes/large/resize","entities/media/1/sizes/large/w","entities/media/1/sizes/medium/h","entities/media/1/sizes/medium/resize","entities/media/1/sizes/medium/w","entities/media/1/sizes/small/h","entities/media/1/sizes/small/resize","entities/media/1/sizes/small/w","entities/media/1/sizes/thumb/h","entities/media/1/sizes/thumb/resize","entities/media/1/sizes/thumb/w","entities/media/1/type","entities/media/1/url","entities/media/1/video_info/aspect_ratio/0","entities/media/1/video_info/aspect_ratio/1","entities/media/1/video_info/variants/0/bitrate","entities/media/1/video_info/variants/0/content_type","entities/media/1/video_info/variants/0/url","entities/urls/0/display_url","entities/urls/0/expanded_url","entities/urls/0/indices/0","entities/urls/0/indices/1","entities/urls/0/url","entities/user_mentions/0/id_str","entities/user_mentions/0/indices/0","entities/user_mentions/0/indices/1","entities/user_mentions/0/name","entities/user_mentions/0/screen_name","entities/user_mentions/1/id_str","entities/user_mentions/1/indices/0","entities/user_mentions/1/indices/1","entities/user_mentions/1/name","entities/user_mentions/1/screen_name","entities/user_mentions/2/id_str","entities/user_mentions/2/indices/0","entities/user_mentions/2/indices/1","entities/user_mentions/2/name","entities/user_mentions/2/screen_name","entities/user_mentions/3/id_str","entities/user_mentions/3/indices/0","entities/user_mentions/3/indices/1","entities/user_mentions/3/name","entities/user_mentions/3/screen_name","entities/user_mentions/4/id_str","entities/user_mentions/4/indices/0","entities/user_mentions/4/indices/1","entities/user_mentions/4/name","entities/user_mentions/4/screen_name","id","lang","likes","media/photo/0/id","media/photo/0/media_url_https","media/photo/1/id","media/photo/1/media_url_https","media/video/0/aspect_ratio/0","media/video/0/aspect_ratio/1","media/video/0/duration","media/video/0/id","media/video/0/media_url_https","media/video/0/original_info/height","media/video/0/original_info/width","media/video/0/variants/0/bitrate","media/video/0/variants/0/content_type","media/video/0/variants/0/url","quotes","replies","retweets","status","text","views"
"true","false","中国に帰った中国人。日本で創業し東証1部上場を果たした最初の外国人。2005年に引退しその後に帰国","https://pbs.twimg.com/profile_images/1712427629511598080/oapq03U9_normal.jpg","宋　文洲","114934815","sohbunshu","207409","0","1245463960712810502","Sat Apr 04 23:57:36 +0000 2020","5 facts about COVID-19 in China
Know it then defeat it",,,,,,,,,,,,,,,,,,,,,,"pic.x.com/2LrCp4vLbF","https://x.com/sohbunshu/status/1246587756630781953/photo/1","Available",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1246587733092347904","63","86","3_1246587733092347904","3_1246587733092347904","https://pbs.twimg.com/media/EUzE8ERUMAAdr6p.jpg","630","1125","0","223","1125","1125","0","0","1283","1125","0","0","1656","828","0","0","1656","1125","0","0","1656","1125","1656","fit","1125","1200","fit","815","680","fit","462","150","crop","150","photo","https://t.co/2LrCp4vLbF",,,,,,"pic.x.com/2LrCp4vLbF","https://x.com/sohbunshu/status/1246587756630781953/photo/1","Available",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1246587734392635392","63","86","3_1246587734392635392","3_1246587734392635392","https://pbs.twimg.com/media/EUzE8JHVAAA15F5.jpg","630","1125","0","1183","1125","1125","0","809","1283","1125","0","651","1934","967","0","0","1934","1125","0","0","1934","1125","1934","fit","1125","1200","fit","698","680","fit","396","150","crop","150","photo","https://t.co/2LrCp4vLbF",,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1246587756630781953","en","2","1246587733092347904","https://pbs.twimg.com/media/EUzE8ERUMAAdr6p.jpg","1246587734392635392","https://pbs.twimg.com/media/EUzE8JHVAAA15F5.jpg",,,,,,,,,,,"0","0","1","active","@CDCgov 5 facts about COVID-19 in China
Know it then defeat it https://t.co/2LrCp4vLbF",
"false","true","Breaking news from #1 EM pub. #FOAMed. Free enews with new content at https://t.co/eINzxZKa5Z. https://t.co/uFzFEo2X2M emn@lww.com https://t.co/OP72n4n7O9","https://pbs.twimg.com/profile_images/1863620981337571328/87Olv_0c_normal.jpg","Emergency Medicine News","17537826","EMNews","26692","0","1245463960712810502","Wed Apr 08 19:56:17 +0000 2020","Please update the legend for this map. Putting NY (138,773 cases) and Colorado (5429 cases) in the same category of ""5001 or more"" is misleading. Appreciate the fine work you're doing. Thanks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1247976577893367808","en","0",,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Please update the legend for this map. Putting NY (138,773 cases) and Colorado (5429 cases) in the same category of ""5001 or more"" is misleading. Appreciate the fine work you're doing. Thanks.",
"false","true","💙🇺🇸 Long Live The Queen of The Northwest!🕍🌊
#WeGotThisWA","https://pbs.twimg.com/profile_images/1830428911282647040/h9wvtqCZ_normal.jpg","Queen of the Northwest","1141500256426876928","T_O_S_69","18005","0","1245463960712810502","Tue Apr 07 02:52:09 +0000 2020","https://t.co/UHC70HRvm9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x.com/LocksDonald/st…","https://x.com/LocksDonald/status/1246973138027634698?s=20","8","31","https://t.co/UHC70HRvm9","146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1247356460964524033","qme","4",,,,,,,,,,,,,,,"0","0","2","active","@CDCgov https://t.co/UHC70HRvm9",
"true","false","We shall overcome...
DEPUTY US MARSHAL RET. /1811 CRIMINAL INVESTIGATOR / U.S. ARMY SAPPER LEADER/PSYCHIC/HEALER/CHANNEL.
G-D'S FRIEND... 
Pronouns: US,We...","https://pbs.twimg.com/profile_images/2019931439953809409/7qRD51S2_normal.jpg","Lawrence Moore","815964634825924608","TheRealRazielah","672","0","1245463960712810502","Mon Apr 06 18:18:18 +0000 2020","Do we have a comparison for Ivermectin using the malaria drug. Do we know how well the malaria drug works, against covid-19, in that same test?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1247227145887330305","en","0",,,,,,,,,,,,,,,"0","0","1","active","@CDCgov Do we have a comparison for Ivermectin using the malaria drug. Do we know how well the malaria drug works, against covid-19, in that same test?",
"false","false","Retired Professional member of The American Federation of Astrologers. Author of 6 books. Clinical psychology, studio artist. 🦅Falconer. Independent.🛸👽♉️♑️♌️","https://pbs.twimg.com/profile_images/1510732816920711169/ikT_HuqH_normal.jpg","Edmond H Wollmann","21710733","EdmondHWollmann","4430","0","1245463960712810502","Thu Apr 02 01:27:05 +0000 2020","Statistical experts: at a point we discover the rate of death and difficulty from this virus is consistent with regular flu contagion and no more dangerous than, wouldn't we drop the obsession with this virus and treat it like all others and stop destroying social structures?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1245523113137201152","en","1",,,,,,,,,,,,,,,"0","2","1","active","@CDCgov Statistical experts: at a point we discover the rate of death and difficulty from this virus is consistent with regular flu contagion and no more dangerous than, wouldn't we drop the obsession with this virus and treat it like all others and stop destroying social structures?",
"false","false","","https://pbs.twimg.com/profile_images/999670463650447361/xu3h6W-7_normal.jpg","Ronda Lunn","2905565953","rondaslunn","9","0","1245463960712810502","Thu Apr 02 00:49:51 +0000 2020","Change your guidelines on #Masks to #SaveLives Peopke are going by your @CDCgov guidelines!! Stop delaying, every minute counts! #letThemWearMasks  #CoronavirusPandemic #Covid_19 #COVIDActNow @realDonaldTrump @VP","34","40","Masks","44","54","SaveLives","137","154","letThemWearMasks","156","176","CoronavirusPandemic","177","186","Covid_19","187","199","COVIDActNow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","146569971","80","87","CDC","CDCgov","25073877","200","216","Donald J. Trump","realDonaldTrump","1879652428490149888","217","220","Vice President JD Vance","VP",,,,,,"1245513743120904194","en","5",,,,,,,,,,,,,,,"0","0","1","active","@CDCgov Change your guidelines on #Masks to #SaveLives Peopke are going by your @CDCgov guidelines!! Stop delaying, every minute counts! #letThemWearMasks  #CoronavirusPandemic #Covid_19 #COVIDActNow @realDonaldTrump @VP",
"false","false","🤡 Welcome To Maskarade Party 2020","https://pbs.twimg.com/profile_images/1292515888940408837/P4GZqENn_normal.jpg","roxy shadowBANNED💋","833760155187691521","RoxyQuote","542","0","1245463960712810502","Sat Apr 04 19:49:34 +0000 2020","Florida a waiting room for heaven...for retirees with a pension. Highest death rate 65+ population..understandable! @realDonaldTrump",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","25073877","124","140","Donald J. Trump","realDonaldTrump",,,,,,,,,,,,,,,,"1246525338559152130","en","0",,,,,,,,,,,,,,,"0","0","1","active","@CDCgov Florida a waiting room for heaven...for retirees with a pension. Highest death rate 65+ population..understandable! @realDonaldTrump",
"false","false","is this thing on?","https://pbs.twimg.com/profile_images/1198318365476974592/HBwlq_66_normal.jpg","Marco","943348509561978881","flowkingfresh","215","0","1245463960712810502","Wed Apr 01 21:32:52 +0000 2020","Blood on CDC hands for not testing people for months that’s how it spread in the community. CDC offficials need to be Locked up! #TrumpVirus","137","148","TrumpVirus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1245464172495687680","en","20",,,,,,,,,,,,,,,"1","10","1","active","@CDCgov Blood on CDC hands for not testing people for months that’s how it spread in the community. CDC offficials need to be Locked up! #TrumpVirus",
"false","true","🇵🇷 🇨🇺 music. singing. baseball. hockey. broadway. #choirlife #musiclife #NoQuitInNY #LGR","https://pbs.twimg.com/profile_images/1515548747123544068/BYAJKq42_normal.jpg","dcgirl98","19825741","dcgirl98","181","0","1245463960712810502","Fri Apr 03 02:12:45 +0000 2020","Where is the order that people should be wearing masks in public? This is needed NOW. That’s how we #FlattenTheCurve Stop playing with our lives.. #Masks4All #thisisnotagame","108","124","FlattenTheCurve","155","165","Masks4All","166","181","thisisnotagame",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1245896992380895235","en","5",,,,,,,,,,,,,,,"0","0","1","active","@CDCgov Where is the order that people should be wearing masks in public? This is needed NOW. That’s how we #FlattenTheCurve Stop playing with our lives.. #Masks4All #thisisnotagame",
"true","true","Independent mind W Doctorate.XRP HODL 09/2020!! Panhandle FL is HOME 2 ME, Blue Angels & World's most beautiful bchs. LOOKING FOR SOMEONE TO HEAR THIS!","https://pbs.twimg.com/profile_images/1467626688045531138/scmdpD3T_normal.jpg","Jeff Lawson","953932534588456961","Concupiscible26","700","0","1245463960712810502","Sun Apr 05 01:39:08 +0000 2020","I’m positive an answer lies in malarial survivors. Lower rates of prostrate cancer in them as well.. SOMEONE PLEASE LISTEN!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1246613310793027584","en","0",,,,,,,,,,,,,,,"0","0","0","active","@CDCgov I’m positive an answer lies in malarial survivors. Lower rates of prostrate cancer in them as well.. SOMEONE PLEASE LISTEN!!",
